Size:56961, Duration(usec):190849
Size:48602, Duration(usec):125472
Size:152517, Duration(usec):805133
Size:48742, Duration(usec):134576
Size:73841, Duration(usec):299354
Size:436987, Duration(usec):2647047
Size:749494, Duration(usec):4698654
Size:21630, Duration(usec):31423
Size:2512219, Duration(usec):16458993
Size:1896962, Duration(usec):12499804
Size:28432, Duration(usec):41077
Size:10478, Duration(usec):15600906
Size:1861328, Duration(usec):13838820
Size:55554, Duration(usec):173838
Size:21740, Duration(usec):52729
Size:4718048, Duration(usec):33979410
Size:592599, Duration(usec):15916417
Size:11302, Duration(usec):6776896
Size:1553795, Duration(usec):10434709
Size:74, Duration(usec):19592
Size:4902, Duration(usec):5960207
Size:3781362, Duration(usec):26489236
Size:4165940, Duration(usec):28221523
Size:223952, Duration(usec):27451695
Size:21497, Duration(usec):27256684
Size:595692, Duration(usec):3755814
Size:535871, Duration(usec):28198662
Size:17730939, Duration(usec):122724579
Size:8851364, Duration(usec):82481380
Size:3898, Duration(usec):19150
Size:4822459, Duration(usec):32678725
Size:527077, Duration(usec):3409482
Size:5576341, Duration(usec):37385932
Size:6303, Duration(usec):31141346
Size:17252, Duration(usec):1500017
Size:29109, Duration(usec):373255
Size:55982, Duration(usec):500271
Size:25861, Duration(usec):115793896
Size:62129, Duration(usec):17875655
Size:20467, Duration(usec):32505727
Size:37434, Duration(usec):25939750
Size:43493, Duration(usec):111573643
Size:42906, Duration(usec):73593713
Size:2350160, Duration(usec):26583544
Size:29660, Duration(usec):110949906
Size:24263, Duration(usec):13378494
Size:16241, Duration(usec):110664849
Size:4896, Duration(usec):93002
Size:47151, Duration(usec):171725
Size:2533, Duration(usec):108123772
