Size:56961, Duration(usec):196289
Size:48602, Duration(usec):1841931
Size:152517, Duration(usec):1545085
Size:48742, Duration(usec):251599
Size:73841, Duration(usec):1187764
Size:436987, Duration(usec):3009946
Size:749494, Duration(usec):5559483
Size:21630, Duration(usec):143370
Size:2512219, Duration(usec):25064320
Size:1896962, Duration(usec):17697166
Size:28432, Duration(usec):72475
Size:10478, Duration(usec):22725279
Size:1861328, Duration(usec):18537626
Size:55554, Duration(usec):619200
Size:21740, Duration(usec):199035
Size:4718048, Duration(usec):91661578
Size:592599, Duration(usec):15028432
Size:11302, Duration(usec):2416996
Size:1553795, Duration(usec):12541361
Size:74, Duration(usec):86254
Size:4902, Duration(usec):46641
Size:3781362, Duration(usec):11139619
Size:4165940, Duration(usec):85263341
Size:223952, Duration(usec):71658499
Size:21497, Duration(usec):71264672
Size:595692, Duration(usec):6327927
Size:535871, Duration(usec):7191762
Size:17730939, Duration(usec):195768438
Size:8851364, Duration(usec):26050040
Size:3898, Duration(usec):60904
Size:4822459, Duration(usec):62095956
Size:527077, Duration(usec):4277462
Size:5576341, Duration(usec):48269200
Size:6303, Duration(usec):57664226
Size:17252, Duration(usec):171398
Size:29109, Duration(usec):197640
Size:55982, Duration(usec):292748
Size:25861, Duration(usec):177231749
Size:62129, Duration(usec):45649493
Size:20467, Duration(usec):35283734
Size:37434, Duration(usec):43402031
Size:43493, Duration(usec):166152187
Size:42906, Duration(usec):2468933
Size:2350160, Duration(usec):57984628
Size:29660, Duration(usec):164497323
Size:24263, Duration(usec):45848330
Size:16241, Duration(usec):163789599
Size:4896, Duration(usec):58396
Size:47151, Duration(usec):271384
Size:2533, Duration(usec):157013805
