Size:56961, Duration(usec):49740
Size:48602, Duration(usec):49534
Size:152517, Duration(usec):887419
Size:48742, Duration(usec):46051
Size:73841, Duration(usec):267829
Size:436987, Duration(usec):2475450
Size:749494, Duration(usec):4653820
Size:21630, Duration(usec):18918
Size:2512219, Duration(usec):15908768
Size:1896962, Duration(usec):12377462
Size:28432, Duration(usec):26959
Size:10478, Duration(usec):12574770
Size:1861328, Duration(usec):12633962
Size:55554, Duration(usec):238601
Size:21740, Duration(usec):30073
Size:4718048, Duration(usec):31047901
Size:592599, Duration(usec):4999168
Size:11302, Duration(usec):20982
Size:1553795, Duration(usec):9704310
Size:74, Duration(usec):13275
Size:4902, Duration(usec):14631
Size:3781362, Duration(usec):24904914
Size:4165940, Duration(usec):27130387
Size:223952, Duration(usec):1066879
Size:21497, Duration(usec):642921
Size:595692, Duration(usec):3575609
Size:535871, Duration(usec):20275569
Size:17730939, Duration(usec):118701719
Size:8851364, Duration(usec):60555715
Size:3898, Duration(usec):53261
Size:4822459, Duration(usec):31674948
Size:527077, Duration(usec):3456692
Size:5576341, Duration(usec):36887120
Size:6303, Duration(usec):25037220
Size:17252, Duration(usec):24518
Size:29109, Duration(usec):40908
Size:55982, Duration(usec):66970
Size:25861, Duration(usec):91042252
Size:62129, Duration(usec):91249
Size:20467, Duration(usec):17435909
Size:37434, Duration(usec):3969901
Size:43493, Duration(usec):74168997
Size:42906, Duration(usec):24951944
Size:2350160, Duration(usec):15886881
Size:29660, Duration(usec):71762805
Size:24263, Duration(usec):58634
Size:16241, Duration(usec):70570775
Size:4896, Duration(usec):26875
Size:47151, Duration(usec):250289
Size:2533, Duration(usec):60413820
