Size:56961, Duration(usec):143788
Size:48602, Duration(usec):77500
Size:152517, Duration(usec):580549
Size:48742, Duration(usec):93466
Size:73841, Duration(usec):144410
Size:436987, Duration(usec):2491544
Size:749494, Duration(usec):4884406
Size:21630, Duration(usec):226996
Size:2512219, Duration(usec):17132923
Size:1896962, Duration(usec):12148996
Size:28432, Duration(usec):178086
Size:10478, Duration(usec):15799174
Size:1861328, Duration(usec):12945643
Size:55554, Duration(usec):139568
Size:21740, Duration(usec):29801
Size:4718048, Duration(usec):29799337
Size:592599, Duration(usec):11915219
Size:11302, Duration(usec):3184812
Size:1553795, Duration(usec):9700284
Size:74, Duration(usec):532531
Size:4902, Duration(usec):373528
Size:3781362, Duration(usec):25725519
Size:4165940, Duration(usec):27572630
Size:223952, Duration(usec):16986363
Size:21497, Duration(usec):16765701
Size:595692, Duration(usec):3471420
Size:535871, Duration(usec):26155636
Size:17730939, Duration(usec):119538577
Size:8851364, Duration(usec):77673615
Size:3898, Duration(usec):17748
Size:4822459, Duration(usec):32760158
Size:527077, Duration(usec):2988983
Size:5576341, Duration(usec):37869844
Size:6303, Duration(usec):30108574
Size:17252, Duration(usec):95384
Size:29109, Duration(usec):93888
Size:55982, Duration(usec):74520
Size:25861, Duration(usec):108482625
Size:62129, Duration(usec):1365725
Size:20467, Duration(usec):30088942
Size:37434, Duration(usec):21585596
Size:43493, Duration(usec):101753329
Size:42906, Duration(usec):63437695
Size:2350160, Duration(usec):14918332
Size:29660, Duration(usec):100797084
Size:24263, Duration(usec):3883515
Size:16241, Duration(usec):100326451
Size:4896, Duration(usec):21707
Size:47151, Duration(usec):128246
Size:2533, Duration(usec):96267159
