Size:56961, Duration(usec):1390346
Size:48602, Duration(usec):744720
Size:152517, Duration(usec):2021486
Size:48742, Duration(usec):284171
Size:73841, Duration(usec):5322830
Size:436987, Duration(usec):3327361
Size:749494, Duration(usec):9065219
Size:21630, Duration(usec):227213
Size:2512219, Duration(usec):40824389
Size:1896962, Duration(usec):28391227
Size:28432, Duration(usec):92894
Size:10478, Duration(usec):26769991
Size:1861328, Duration(usec):27973914
Size:55554, Duration(usec):86437
Size:21740, Duration(usec):41855
Size:4718048, Duration(usec):87361332
Size:592599, Duration(usec):8200700
Size:11302, Duration(usec):7311972
Size:1553795, Duration(usec):17827523
Size:74, Duration(usec):120395
Size:4902, Duration(usec):106871
Size:3781362, Duration(usec):31722345
Size:4165940, Duration(usec):82520902
Size:223952, Duration(usec):4072446
Size:21497, Duration(usec):1975747
Size:595692, Duration(usec):12991160
Size:535871, Duration(usec):15746394
Size:17730939, Duration(usec):305726817
Size:8851364, Duration(usec):70584624
Size:3898, Duration(usec):170414
Size:4822459, Duration(usec):85118515
Size:527077, Duration(usec):6446824
Size:5576341, Duration(usec):135012292
Size:6303, Duration(usec):746219
Size:17252, Duration(usec):282446
Size:29109, Duration(usec):2277635
Size:55982, Duration(usec):5249728
Size:25861, Duration(usec):1079780
Size:62129, Duration(usec):1703409
Size:20467, Duration(usec):56651794
Size:37434, Duration(usec):463818
Size:43493, Duration(usec):126247265
Size:42906, Duration(usec):268955
Size:2350160, Duration(usec):39300083
Size:29660, Duration(usec):734617
Size:24263, Duration(usec):1120677
Size:16241, Duration(usec):108752
Size:4896, Duration(usec):119466
Size:47151, Duration(usec):512469
Size:2533, Duration(usec):363279
