Size:56961, Duration(usec):2549669
Size:48602, Duration(usec):487516
Size:152517, Duration(usec):8328445
Size:48742, Duration(usec):598647
Size:73841, Duration(usec):395636
Size:436987, Duration(usec):6460546
Size:749494, Duration(usec):8607921
Size:21630, Duration(usec):201543
Size:2512219, Duration(usec):34569137
Size:1896962, Duration(usec):15059627
Size:28432, Duration(usec):215370
Size:10478, Duration(usec):20468501
Size:1861328, Duration(usec):30765362
Size:55554, Duration(usec):583507
Size:21740, Duration(usec):651201
Size:4718048, Duration(usec):44812956
Size:592599, Duration(usec):10280067
Size:11302, Duration(usec):763313
Size:1553795, Duration(usec):18685100
Size:74, Duration(usec):145177
Size:4902, Duration(usec):137440
Size:3781362, Duration(usec):57699412
Size:4165940, Duration(usec):77710273
Size:223952, Duration(usec):8723626
Size:21497, Duration(usec):5767821
Size:595692, Duration(usec):11849714
Size:535871, Duration(usec):13882652
Size:17730939, Duration(usec):309671410
Size:8851364, Duration(usec):130399151
Size:3898, Duration(usec):154734
Size:4822459, Duration(usec):69583288
Size:527077, Duration(usec):5989922
Size:5576341, Duration(usec):84869715
Size:6303, Duration(usec):450512
Size:17252, Duration(usec):1094354
Size:29109, Duration(usec):235083
Size:55982, Duration(usec):1620887
Size:25861, Duration(usec):773144
Size:62129, Duration(usec):373349
Size:20467, Duration(usec):6616440
Size:37434, Duration(usec):506929
Size:43493, Duration(usec):130058086
Size:42906, Duration(usec):455537
Size:2350160, Duration(usec):22565208
Size:29660, Duration(usec):25854781
Size:24263, Duration(usec):525316
Size:16241, Duration(usec):21107949
Size:4896, Duration(usec):241976
Size:47151, Duration(usec):1064600
Size:2533, Duration(usec):46051
