Size:56961, Duration(usec):9107478
Size:48602, Duration(usec):2695154
Size:152517, Duration(usec):898343
Size:48742, Duration(usec):2227028
Size:73841, Duration(usec):2455820
Size:436987, Duration(usec):4471435
Size:749494, Duration(usec):5403723
Size:21630, Duration(usec):230620
Size:2512219, Duration(usec):41163504
Size:1896962, Duration(usec):28101367
Size:28432, Duration(usec):2490172
Size:10478, Duration(usec):27070516
Size:1861328, Duration(usec):30044856
Size:55554, Duration(usec):169004
Size:21740, Duration(usec):104176
Size:4718048, Duration(usec):77686896
Size:592599, Duration(usec):8182549
Size:11302, Duration(usec):6133863
Size:1553795, Duration(usec):11907375
Size:74, Duration(usec):201483
Size:4902, Duration(usec):204937
Size:3781362, Duration(usec):54794758
Size:4165940, Duration(usec):81480159
Size:223952, Duration(usec):2462857
Size:21497, Duration(usec):79678
Size:595692, Duration(usec):14586704
Size:535871, Duration(usec):16919255
Size:17730939, Duration(usec):306609364
Size:8851364, Duration(usec):148064183
Size:3898, Duration(usec):740465
Size:4822459, Duration(usec):72941105
Size:527077, Duration(usec):2861109
Size:5576341, Duration(usec):79478881
Size:6303, Duration(usec):804867
Size:17252, Duration(usec):24540
Size:29109, Duration(usec):2339868
Size:55982, Duration(usec):7558538
Size:25861, Duration(usec):779633
Size:62129, Duration(usec):524675
Size:20467, Duration(usec):1158300
Size:37434, Duration(usec):257582
Size:43493, Duration(usec):126902176
Size:42906, Duration(usec):4819529
Size:2350160, Duration(usec):60861390
Size:29660, Duration(usec):2028022
Size:24263, Duration(usec):394091
Size:16241, Duration(usec):63681
Size:4896, Duration(usec):275154
Size:47151, Duration(usec):4801805
Size:2533, Duration(usec):38876
