Size:56961, Duration(usec):197644
Size:48602, Duration(usec):1721778
Size:152517, Duration(usec):2641868
Size:48742, Duration(usec):632573
Size:73841, Duration(usec):776817
Size:436987, Duration(usec):4236457
Size:749494, Duration(usec):8102097
Size:21630, Duration(usec):63763
Size:2512219, Duration(usec):26289752
Size:1896962, Duration(usec):15652047
Size:28432, Duration(usec):97959
Size:10478, Duration(usec):25786332
Size:1861328, Duration(usec):23653921
Size:55554, Duration(usec):2229909
Size:21740, Duration(usec):2085506
Size:4718048, Duration(usec):50189973
Size:592599, Duration(usec):28255339
Size:11302, Duration(usec):11514679
Size:1553795, Duration(usec):19179153
Size:74, Duration(usec):60256
Size:4902, Duration(usec):18781118
Size:3781362, Duration(usec):17104341
Size:4165940, Duration(usec):42464968
Size:223952, Duration(usec):44956237
Size:21497, Duration(usec):44892243
Size:595692, Duration(usec):11937722
Size:535871, Duration(usec):18133702
Size:17730939, Duration(usec):168197421
Size:8851364, Duration(usec):56568045
Size:3898, Duration(usec):580794
Size:4822459, Duration(usec):54732173
Size:527077, Duration(usec):5813832
Size:5576341, Duration(usec):59972849
Size:6303, Duration(usec):53537290
Size:17252, Duration(usec):4280091
Size:29109, Duration(usec):5863516
Size:55982, Duration(usec):3670012
Size:25861, Duration(usec):163386244
Size:62129, Duration(usec):38281807
Size:20467, Duration(usec):56434193
Size:37434, Duration(usec):49817485
Size:43493, Duration(usec):160351671
Size:42906, Duration(usec):50229631
Size:2350160, Duration(usec):52452657
Size:29660, Duration(usec):159915446
Size:24263, Duration(usec):31743280
Size:16241, Duration(usec):159722653
Size:4896, Duration(usec):113704
Size:47151, Duration(usec):623034
Size:2533, Duration(usec):157874534
