Size:56961, Duration(usec):5214135
Size:48602, Duration(usec):1852873
Size:152517, Duration(usec):8355434
Size:48742, Duration(usec):716590
Size:73841, Duration(usec):404221
Size:436987, Duration(usec):2987038
Size:749494, Duration(usec):9308547
Size:21630, Duration(usec):322068
Size:2512219, Duration(usec):46546491
Size:1896962, Duration(usec):21239118
Size:28432, Duration(usec):157585
Size:10478, Duration(usec):32475075
Size:1861328, Duration(usec):31227864
Size:55554, Duration(usec):735122
Size:21740, Duration(usec):203532
Size:4718048, Duration(usec):49090502
Size:592599, Duration(usec):11779863
Size:11302, Duration(usec):729508
Size:1553795, Duration(usec):28851504
Size:74, Duration(usec):294599
Size:4902, Duration(usec):303658
Size:3781362, Duration(usec):68442001
Size:4165940, Duration(usec):76818001
Size:223952, Duration(usec):12637632
Size:21497, Duration(usec):9591349
Size:595692, Duration(usec):5915730
Size:535871, Duration(usec):19122412
Size:17730939, Duration(usec):383390910
Size:8851364, Duration(usec):169061658
Size:3898, Duration(usec):427361
Size:4822459, Duration(usec):115590204
Size:527077, Duration(usec):11230142
Size:5576341, Duration(usec):87872544
Size:6303, Duration(usec):775554
Size:17252, Duration(usec):408557
Size:29109, Duration(usec):510978
Size:55982, Duration(usec):5328715
Size:25861, Duration(usec):1067767
Size:62129, Duration(usec):1779816
Size:20467, Duration(usec):9608669
Size:37434, Duration(usec):3243716
Size:43493, Duration(usec):203709800
Size:42906, Duration(usec):26054738
Size:2350160, Duration(usec):18968854
Size:29660, Duration(usec):1238387
Size:24263, Duration(usec):1367554
Size:16241, Duration(usec):455348
Size:4896, Duration(usec):607305
Size:47151, Duration(usec):2323138
Size:2533, Duration(usec):49733
