Size:56961, Duration(usec):60300
Size:48602, Duration(usec):55123
Size:152517, Duration(usec):359446
Size:48742, Duration(usec):79563
Size:73841, Duration(usec):157926
Size:436987, Duration(usec):1873712
Size:749494, Duration(usec):3924435
Size:21630, Duration(usec):31145
Size:2512219, Duration(usec):15527172
Size:1896962, Duration(usec):11564374
Size:28432, Duration(usec):62365
Size:10478, Duration(usec):14482233
Size:1861328, Duration(usec):11630562
Size:55554, Duration(usec):103079
Size:21740, Duration(usec):49772
Size:4718048, Duration(usec):30478314
Size:592599, Duration(usec):10129516
Size:11302, Duration(usec):338949
Size:1553795, Duration(usec):8468017
Size:74, Duration(usec):129581
Size:4902, Duration(usec):26206
Size:3781362, Duration(usec):24519291
Size:4165940, Duration(usec):26593678
Size:223952, Duration(usec):14021580
Size:21497, Duration(usec):13669656
Size:595692, Duration(usec):3152708
Size:535871, Duration(usec):23981548
Size:17730939, Duration(usec):118359300
Size:8851364, Duration(usec):75384837
Size:3898, Duration(usec):100117
Size:4822459, Duration(usec):30344485
Size:527077, Duration(usec):2451655
Size:5576341, Duration(usec):35182551
Size:6303, Duration(usec):27030222
Size:17252, Duration(usec):68529
Size:29109, Duration(usec):79589
Size:55982, Duration(usec):123537
Size:25861, Duration(usec):104563139
Size:62129, Duration(usec):147744
Size:20467, Duration(usec):25447482
Size:37434, Duration(usec):16728811
Size:43493, Duration(usec):96102669
Size:42906, Duration(usec):57526768
Size:2350160, Duration(usec):14706738
Size:29660, Duration(usec):94934242
Size:24263, Duration(usec):36414
Size:16241, Duration(usec):94525927
Size:4896, Duration(usec):41140
Size:47151, Duration(usec):158330
Size:2533, Duration(usec):89450309
