Size:56961, Duration(usec):1196182
Size:48602, Duration(usec):363659
Size:152517, Duration(usec):1022798
Size:48742, Duration(usec):170510
Size:73841, Duration(usec):656392
Size:436987, Duration(usec):3515053
Size:749494, Duration(usec):7673928
Size:21630, Duration(usec):153084
Size:2512219, Duration(usec):19679129
Size:1896962, Duration(usec):22073670
Size:28432, Duration(usec):107206
Size:10478, Duration(usec):18514320
Size:1861328, Duration(usec):9271688
Size:55554, Duration(usec):411058
Size:21740, Duration(usec):398527
Size:4718048, Duration(usec):52606193
Size:592599, Duration(usec):8568219
Size:11302, Duration(usec):14518429
Size:1553795, Duration(usec):20170938
Size:74, Duration(usec):60042
Size:4902, Duration(usec):5725654
Size:3781362, Duration(usec):46693336
Size:4165940, Duration(usec):40395727
Size:223952, Duration(usec):41611344
Size:21497, Duration(usec):41461716
Size:595692, Duration(usec):9695515
Size:535871, Duration(usec):50373579
Size:17730939, Duration(usec):87626231
Size:8851364, Duration(usec):111884005
Size:3898, Duration(usec):95258
Size:4822459, Duration(usec):41752572
Size:527077, Duration(usec):6952870
Size:5576341, Duration(usec):55023511
Size:6303, Duration(usec):39812519
Size:17252, Duration(usec):4091338
Size:29109, Duration(usec):662762
Size:55982, Duration(usec):2716138
Size:25861, Duration(usec):78359326
Size:62129, Duration(usec):29046669
Size:20467, Duration(usec):48524887
Size:37434, Duration(usec):32782087
Size:43493, Duration(usec):72907033
Size:42906, Duration(usec):100009274
Size:2350160, Duration(usec):39749960
Size:29660, Duration(usec):72145595
Size:24263, Duration(usec):20604359
Size:16241, Duration(usec):71772285
Size:4896, Duration(usec):90029
Size:47151, Duration(usec):435837
Size:2533, Duration(usec):68457948
