Size:56961, Duration(usec):123107
Size:48602, Duration(usec):94558
Size:152517, Duration(usec):629581
Size:48742, Duration(usec):112364
Size:73841, Duration(usec):145121
Size:436987, Duration(usec):1844087
Size:749494, Duration(usec):4614042
Size:21630, Duration(usec):364440
Size:2512219, Duration(usec):16306273
Size:1896962, Duration(usec):11913214
Size:28432, Duration(usec):69075
Size:10478, Duration(usec):15027185
Size:1861328, Duration(usec):12689827
Size:55554, Duration(usec):67178
Size:21740, Duration(usec):29240
Size:4718048, Duration(usec):30856123
Size:592599, Duration(usec):12031194
Size:11302, Duration(usec):2959381
Size:1553795, Duration(usec):10101399
Size:74, Duration(usec):34237
Size:4902, Duration(usec):20611
Size:3781362, Duration(usec):24063605
Size:4165940, Duration(usec):25959931
Size:223952, Duration(usec):18264801
Size:21497, Duration(usec):18237917
Size:595692, Duration(usec):3521291
Size:535871, Duration(usec):24680543
Size:17730939, Duration(usec):117665256
Size:8851364, Duration(usec):76290935
Size:3898, Duration(usec):13479
Size:4822459, Duration(usec):31347372
Size:527077, Duration(usec):2946136
Size:5576341, Duration(usec):37963879
Size:6303, Duration(usec):28841259
Size:17252, Duration(usec):41157
Size:29109, Duration(usec):48421
Size:55982, Duration(usec):164070
Size:25861, Duration(usec):106601690
Size:62129, Duration(usec):2676302
Size:20467, Duration(usec):30233634
Size:37434, Duration(usec):20423297
Size:43493, Duration(usec):99994311
Size:42906, Duration(usec):62076790
Size:2350160, Duration(usec):15570530
Size:29660, Duration(usec):99044383
Size:24263, Duration(usec):2420986
Size:16241, Duration(usec):98633879
Size:4896, Duration(usec):33072
Size:47151, Duration(usec):882914
Size:2533, Duration(usec):94574608
