Size:56961, Duration(usec):166454
Size:48602, Duration(usec):119713
Size:152517, Duration(usec):770422
Size:48742, Duration(usec):119747
Size:73841, Duration(usec):253674
Size:436987, Duration(usec):2604149
Size:749494, Duration(usec):4616592
Size:21630, Duration(usec):45491
Size:2512219, Duration(usec):16068724
Size:1896962, Duration(usec):12192900
Size:28432, Duration(usec):56949
Size:10478, Duration(usec):14694689
Size:1861328, Duration(usec):12459252
Size:55554, Duration(usec):215766
Size:21740, Duration(usec):58396
Size:4718048, Duration(usec):30885652
Size:592599, Duration(usec):11816130
Size:11302, Duration(usec):3062542
Size:1553795, Duration(usec):10444097
Size:74, Duration(usec):18654
Size:4902, Duration(usec):32082
Size:3781362, Duration(usec):24961390
Size:4165940, Duration(usec):27438703
Size:223952, Duration(usec):18091648
Size:21497, Duration(usec):17923628
Size:595692, Duration(usec):3518459
Size:535871, Duration(usec):25667422
Size:17730939, Duration(usec):117578461
Size:8851364, Duration(usec):76139825
Size:3898, Duration(usec):34758
Size:4822459, Duration(usec):31683014
Size:527077, Duration(usec):3229129
Size:5576341, Duration(usec):36803798
Size:6303, Duration(usec):29031457
Size:17252, Duration(usec):33933
Size:29109, Duration(usec):79888
Size:55982, Duration(usec):154133
Size:25861, Duration(usec):106545484
Size:62129, Duration(usec):2551249
Size:20467, Duration(usec):29069007
Size:37434, Duration(usec):20514693
Size:43493, Duration(usec):99988345
Size:42906, Duration(usec):61980849
Size:2350160, Duration(usec):15167206
Size:29660, Duration(usec):99020385
Size:24263, Duration(usec):3724497
Size:16241, Duration(usec):98573094
Size:4896, Duration(usec):94850
Size:47151, Duration(usec):191626
Size:2533, Duration(usec):94513851
