Size:56961, Duration(usec):218763
Size:48602, Duration(usec):171721
Size:152517, Duration(usec):795653
Size:48742, Duration(usec):173372
Size:73841, Duration(usec):323105
Size:436987, Duration(usec):2628675
Size:749494, Duration(usec):4605295
Size:21630, Duration(usec):59535
Size:2512219, Duration(usec):16143202
Size:1896962, Duration(usec):12328719
Size:28432, Duration(usec):89752
Size:10478, Duration(usec):14402096
Size:1861328, Duration(usec):12169406
Size:55554, Duration(usec):193632
Size:21740, Duration(usec):63290
Size:4718048, Duration(usec):31177796
Size:592599, Duration(usec):10094486
Size:11302, Duration(usec):909034
Size:1553795, Duration(usec):10116228
Size:74, Duration(usec):17623
Size:4902, Duration(usec):21126
Size:3781362, Duration(usec):24859803
Size:4165940, Duration(usec):26772611
Size:223952, Duration(usec):14479012
Size:21497, Duration(usec):14187267
Size:595692, Duration(usec):3735774
Size:535871, Duration(usec):24534216
Size:17730939, Duration(usec):116906357
Size:8851364, Duration(usec):74001389
Size:3898, Duration(usec):19702
Size:4822459, Duration(usec):32233878
Size:527077, Duration(usec):3290054
Size:5576341, Duration(usec):37338710
Size:6303, Duration(usec):28920307
Size:17252, Duration(usec):41161
Size:29109, Duration(usec):108363
Size:55982, Duration(usec):218687
Size:25861, Duration(usec):103041216
Size:62129, Duration(usec):246024
Size:20467, Duration(usec):27558375
Size:37434, Duration(usec):18347498
Size:43493, Duration(usec):94857158
Size:42906, Duration(usec):56176029
Size:2350160, Duration(usec):15303038
Size:29660, Duration(usec):93634053
Size:24263, Duration(usec):96069
Size:16241, Duration(usec):93142730
Size:4896, Duration(usec):15377
Size:47151, Duration(usec):219773
Size:2533, Duration(usec):88067136
