Size:56961, Duration(usec):308054
Size:48602, Duration(usec):221141
Size:152517, Duration(usec):922818
Size:48742, Duration(usec):188202
Size:73841, Duration(usec):409554
Size:436987, Duration(usec):2815658
Size:749494, Duration(usec):4840820
Size:21630, Duration(usec):42696
Size:2512219, Duration(usec):19352748
Size:1896962, Duration(usec):13164520
Size:28432, Duration(usec):123176
Size:10478, Duration(usec):18621211
Size:1861328, Duration(usec):12274062
Size:55554, Duration(usec):598183
Size:21740, Duration(usec):425750
Size:4718048, Duration(usec):31364825
Size:592599, Duration(usec):12989473
Size:11302, Duration(usec):8139168
Size:1553795, Duration(usec):13030910
Size:74, Duration(usec):13201
Size:4902, Duration(usec):10392136
Size:3781362, Duration(usec):27139947
Size:4165940, Duration(usec):28053091
Size:223952, Duration(usec):24898101
Size:21497, Duration(usec):24862765
Size:595692, Duration(usec):5163906
Size:535871, Duration(usec):28825536
Size:17730939, Duration(usec):114255030
Size:8851364, Duration(usec):81631535
Size:3898, Duration(usec):19877
Size:4822459, Duration(usec):35301681
Size:527077, Duration(usec):3518497
Size:5576341, Duration(usec):39970308
Size:6303, Duration(usec):33862328
Size:17252, Duration(usec):1641246
Size:29109, Duration(usec):407477
Size:55982, Duration(usec):787242
Size:25861, Duration(usec):108144918
Size:62129, Duration(usec):16606973
Size:20467, Duration(usec):35631602
Size:37434, Duration(usec):29122525
Size:43493, Duration(usec):104754713
Size:42906, Duration(usec):73734644
Size:2350160, Duration(usec):28493115
Size:29660, Duration(usec):104263852
Size:24263, Duration(usec):14856471
Size:16241, Duration(usec):104165197
Size:4896, Duration(usec):15766
Size:47151, Duration(usec):268927
Size:2533, Duration(usec):101906429
