Size:56961, Duration(usec):88235
Size:48602, Duration(usec):51118
Size:152517, Duration(usec):751132
Size:48742, Duration(usec):57507
Size:73841, Duration(usec):134594
Size:436987, Duration(usec):2348966
Size:749494, Duration(usec):4846166
Size:21630, Duration(usec):27855
Size:2512219, Duration(usec):15990411
Size:1896962, Duration(usec):12251836
Size:28432, Duration(usec):58120
Size:10478, Duration(usec):12656045
Size:1861328, Duration(usec):11768845
Size:55554, Duration(usec):519204
Size:21740, Duration(usec):46886
Size:4718048, Duration(usec):30712887
Size:592599, Duration(usec):4570890
Size:11302, Duration(usec):19357
Size:1553795, Duration(usec):10096482
Size:74, Duration(usec):19639
Size:4902, Duration(usec):5640
Size:3781362, Duration(usec):26146333
Size:4165940, Duration(usec):26769548
Size:223952, Duration(usec):1313861
Size:21497, Duration(usec):742630
Size:595692, Duration(usec):3440547
Size:535871, Duration(usec):22052762
Size:17730939, Duration(usec):118053445
Size:8851364, Duration(usec):62778043
Size:3898, Duration(usec):47783
Size:4822459, Duration(usec):31053939
Size:527077, Duration(usec):3243679
Size:5576341, Duration(usec):37132476
Size:6303, Duration(usec):24628628
Size:17252, Duration(usec):25735
Size:29109, Duration(usec):92619
Size:55982, Duration(usec):68061
Size:25861, Duration(usec):90327093
Size:62129, Duration(usec):128402
Size:20467, Duration(usec):17572162
Size:37434, Duration(usec):3426529
Size:43493, Duration(usec):73377157
Size:42906, Duration(usec):26987859
Size:2350160, Duration(usec):14864022
Size:29660, Duration(usec):70880512
Size:24263, Duration(usec):41931
Size:16241, Duration(usec):69687553
Size:4896, Duration(usec):36027
Size:47151, Duration(usec):82194
Size:2533, Duration(usec):59531493
