Size:56961, Duration(usec):1389714
Size:48602, Duration(usec):134810
Size:152517, Duration(usec):1763914
Size:48742, Duration(usec):169612
Size:73841, Duration(usec):1468835
Size:436987, Duration(usec):6265662
Size:749494, Duration(usec):19871285
Size:21630, Duration(usec):150596
Size:2512219, Duration(usec):23836928
Size:1896962, Duration(usec):19189798
Size:28432, Duration(usec):2680794
Size:10478, Duration(usec):22074146
Size:1861328, Duration(usec):7157058
Size:55554, Duration(usec):487931
Size:21740, Duration(usec):264244
Size:4718048, Duration(usec):59747193
Size:592599, Duration(usec):3771903
Size:11302, Duration(usec):7744710
Size:1553795, Duration(usec):25623755
Size:74, Duration(usec):211420
Size:4902, Duration(usec):2788187
Size:3781362, Duration(usec):111774940
Size:4165940, Duration(usec):78091331
Size:223952, Duration(usec):44556540
Size:21497, Duration(usec):44388011
Size:595692, Duration(usec):3371282
Size:535871, Duration(usec):112456780
Size:17730939, Duration(usec):64236465
Size:8851364, Duration(usec):173753910
Size:3898, Duration(usec):246065
Size:4822459, Duration(usec):52548709
Size:527077, Duration(usec):13688292
Size:5576341, Duration(usec):67810494
Size:6303, Duration(usec):49224846
Size:17252, Duration(usec):9768045
Size:29109, Duration(usec):628923
Size:55982, Duration(usec):8142808
Size:25861, Duration(usec):50515899
Size:62129, Duration(usec):25307684
Size:20467, Duration(usec):58022556
Size:37434, Duration(usec):38687152
Size:43493, Duration(usec):42016387
Size:42906, Duration(usec):155924842
Size:2350160, Duration(usec):39075768
Size:29660, Duration(usec):40752367
Size:24263, Duration(usec):48610895
Size:16241, Duration(usec):40189147
Size:4896, Duration(usec):366582
Size:47151, Duration(usec):3309683
Size:2533, Duration(usec):35114867
