Size:56961, Duration(usec):272563
Size:48602, Duration(usec):214887
Size:152517, Duration(usec):1167442
Size:48742, Duration(usec):387004
Size:73841, Duration(usec):91440
Size:436987, Duration(usec):3458352
Size:749494, Duration(usec):4962894
Size:21630, Duration(usec):83328
Size:2512219, Duration(usec):16421616
Size:1896962, Duration(usec):12004892
Size:28432, Duration(usec):103135
Size:10478, Duration(usec):14114964
Size:1861328, Duration(usec):12340743
Size:55554, Duration(usec):386043
Size:21740, Duration(usec):77095
Size:4718048, Duration(usec):31941357
Size:592599, Duration(usec):8889606
Size:11302, Duration(usec):32498
Size:1553795, Duration(usec):10627903
Size:74, Duration(usec):20559
Size:4902, Duration(usec):19286
Size:3781362, Duration(usec):26127551
Size:4165940, Duration(usec):28225334
Size:223952, Duration(usec):9106727
Size:21497, Duration(usec):8611346
Size:595692, Duration(usec):3628976
Size:535871, Duration(usec):24198685
Size:17730939, Duration(usec):119478571
Size:8851364, Duration(usec):70980342
Size:3898, Duration(usec):14606
Size:4822459, Duration(usec):31016983
Size:527077, Duration(usec):3372750
Size:5576341, Duration(usec):36847142
Size:6303, Duration(usec):26621341
Size:17252, Duration(usec):36860
Size:29109, Duration(usec):114755
Size:55982, Duration(usec):298220
Size:25861, Duration(usec):100923918
Size:62129, Duration(usec):311238
Size:20467, Duration(usec):23848536
Size:37434, Duration(usec):12764765
Size:43493, Duration(usec):89763390
Size:42906, Duration(usec):47170717
Size:2350160, Duration(usec):15796553
Size:29660, Duration(usec):88064594
Size:24263, Duration(usec):115214
Size:16241, Duration(usec):87357977
Size:4896, Duration(usec):22710
Size:47151, Duration(usec):206656
Size:2533, Duration(usec):80588476
