Size:33, Duration(usec):462882
Size:132, Duration(usec):536468
Size:11, Duration(usec):1814285
Size:332, Duration(usec):1255193
Size:11, Duration(usec):2071101
Size:158, Duration(usec):1265509
Size:309, Duration(usec):1863777
Size:211, Duration(usec):235824
Size:1, Duration(usec):1408496
Size:3, Duration(usec):289779
Size:12, Duration(usec):203265
Size:244, Duration(usec):209030
Size:3, Duration(usec):1324112
Size:12, Duration(usec):1416539
Size:342, Duration(usec):336592
Size:116, Duration(usec):2302225
Size:11, Duration(usec):359363
Size:157, Duration(usec):1899550
Size:144, Duration(usec):2364342
Size:3, Duration(usec):379898
Size:104, Duration(usec):396936
Size:2, Duration(usec):2424918
Size:2, Duration(usec):1427876
Size:322, Duration(usec):226612
Size:949, Duration(usec):2509721
Size:2, Duration(usec):461384
Size:3, Duration(usec):1434389
Size:166, Duration(usec):1977733
Size:57, Duration(usec):15174947
Size:11, Duration(usec):1504504
Size:80, Duration(usec):469582
Size:1, Duration(usec):15174033
Size:1, Duration(usec):15173943
Size:11, Duration(usec):1513735
Size:2, Duration(usec):503523
Size:180, Duration(usec):15173508
Size:2, Duration(usec):15503972
Size:3462, Duration(usec):15517586
Size:1, Duration(usec):1347610
Size:95, Duration(usec):28579595
Size:2, Duration(usec):2701280
Size:256, Duration(usec):40096085
Size:50, Duration(usec):1775756
Size:1, Duration(usec):4528467
Size:13, Duration(usec):2713977
Size:302, Duration(usec):4611801
Size:146, Duration(usec):15525366
Size:302, Duration(usec):2735261
Size:603, Duration(usec):15535750
Size:31, Duration(usec):15535566
Size:244, Duration(usec):1805390
Size:1, Duration(usec):4610478
Size:187, Duration(usec):4557224
Size:2, Duration(usec):1359524
Size:3377, Duration(usec):4609952
Size:226, Duration(usec):15534498
Size:168, Duration(usec):4609630
Size:306, Duration(usec):40092965
Size:122, Duration(usec):1373624
Size:2, Duration(usec):3176105
Size:277, Duration(usec):4608733
Size:2, Duration(usec):4563433
Size:1, Duration(usec):40091907
Size:69, Duration(usec):40091627
Size:71, Duration(usec):40091440
Size:161, Duration(usec):15532303
Size:3, Duration(usec):285433
Size:11, Duration(usec):1822578
Size:325, Duration(usec):7789712
Size:190, Duration(usec):4606893
Size:1, Duration(usec):2394338
Size:1, Duration(usec):15531432
Size:138, Duration(usec):3758779
Size:207, Duration(usec):3780842
Size:125, Duration(usec):15530847
Size:118, Duration(usec):6935905
Size:104, Duration(usec):4605823
Size:1256, Duration(usec):4605755
Size:70, Duration(usec):6935565
Size:3, Duration(usec):3172254
Size:215, Duration(usec):15529912
Size:335, Duration(usec):15529702
Size:481, Duration(usec):15531600
Size:32, Duration(usec):4604598
Size:147, Duration(usec):4604524
Size:1, Duration(usec):2405747
Size:8, Duration(usec):40087873
Size:11, Duration(usec):6934046
Size:535, Duration(usec):15530665
Size:170, Duration(usec):4603715
Size:87, Duration(usec):7786162
Size:2, Duration(usec):15530407
Size:183, Duration(usec):40087074
Size:1, Duration(usec):880449
Size:231, Duration(usec):3170229
Size:1, Duration(usec):886505
Size:84, Duration(usec):6932569
Size:175, Duration(usec):3169454
Size:239, Duration(usec):6932339
Size:11, Duration(usec):3168899
Size:2, Duration(usec):4601849
Size:335, Duration(usec):40085407
Size:2, Duration(usec):15528565
Size:158, Duration(usec):40085011
Size:227, Duration(usec):894181
Size:2, Duration(usec):15527605
Size:2, Duration(usec):4600408
Size:1, Duration(usec):6930233
Size:2, Duration(usec):7782617
Size:1, Duration(usec):6929885
Size:11, Duration(usec):15526553
Size:274, Duration(usec):1380789
Size:649, Duration(usec):40082854
Size:3, Duration(usec):15525921
Size:821, Duration(usec):6928893
Size:248, Duration(usec):6927999
Size:1, Duration(usec):4597994
Size:305, Duration(usec):4597889
Size:1, Duration(usec):3164592
Size:336, Duration(usec):4597363
Size:174, Duration(usec):15524150
Size:13482, Duration(usec):3163948
Size:41, Duration(usec):4596833
Size:5, Duration(usec):3163433
Size:835, Duration(usec):2430317
Size:12, Duration(usec):40079691
Size:1, Duration(usec):3162774
Size:230, Duration(usec):7778195
Size:3, Duration(usec):1376842
Size:2, Duration(usec):15522129
Size:11, Duration(usec):1975012
Size:2, Duration(usec):4594802
Size:1, Duration(usec):40078353
Size:3, Duration(usec):4594025
Size:180, Duration(usec):7882346
Size:1, Duration(usec):3159763
Size:3, Duration(usec):6922575
Size:193, Duration(usec):3159483
Size:2, Duration(usec):3159394
Size:627, Duration(usec):15519172
Size:306, Duration(usec):3159180
Size:2, Duration(usec):4592128
Size:11, Duration(usec):3158932
Size:1, Duration(usec):7880511
Size:315, Duration(usec):6921684
Size:153, Duration(usec):4591681
Size:30, Duration(usec):4591588
Size:3, Duration(usec):6921328
Size:270, Duration(usec):40074770
Size:2, Duration(usec):7879537
Size:12, Duration(usec):15517131
Size:96, Duration(usec):3156925
Size:17, Duration(usec):1969956
Size:197, Duration(usec):4589603
Size:317, Duration(usec):15516395
Size:12, Duration(usec):15516128
Size:203, Duration(usec):7877707
Size:306, Duration(usec):40072593
Size:3, Duration(usec):40072456
Size:126, Duration(usec):15515530
Size:185, Duration(usec):6918495
Size:78, Duration(usec):40071906
Size:12, Duration(usec):7770711
Size:207, Duration(usec):4587998
Size:2, Duration(usec):6917825
Size:3604, Duration(usec):3154777
Size:183, Duration(usec):7770126
Size:934, Duration(usec):15514351
Size:1, Duration(usec):15514293
Size:6, Duration(usec):13263807
Size:261, Duration(usec):7768752
Size:1, Duration(usec):1966307
Size:7, Duration(usec):3153003
Size:77, Duration(usec):4585941
Size:361, Duration(usec):7768203
Size:1, Duration(usec):4585579
Size:884, Duration(usec):7767785
Size:10, Duration(usec):40068808
Size:316, Duration(usec):40068647
Size:778, Duration(usec):7767439
Size:1, Duration(usec):40068441
Size:186, Duration(usec):6914410
Size:113, Duration(usec):6914324
Size:261, Duration(usec):3151243
Size:174, Duration(usec):6913764
Size:126, Duration(usec):13261003
