Size:56961, Duration(usec):77622
Size:48602, Duration(usec):56504
Size:152517, Duration(usec):172773
Size:48742, Duration(usec):78080
Size:73841, Duration(usec):95546
Size:436987, Duration(usec):1702859
Size:749494, Duration(usec):3817651
Size:21630, Duration(usec):280297
Size:2512219, Duration(usec):15506171
Size:1896962, Duration(usec):11570256
Size:28432, Duration(usec):108044
Size:10478, Duration(usec):13333319
Size:1861328, Duration(usec):11605751
Size:55554, Duration(usec):81784
Size:21740, Duration(usec):31159
Size:4718048, Duration(usec):29539097
Size:592599, Duration(usec):7978976
Size:11302, Duration(usec):23263
Size:1553795, Duration(usec):8642899
Size:74, Duration(usec):18367
Size:4902, Duration(usec):22394
Size:3781362, Duration(usec):26466001
Size:4165940, Duration(usec):27793493
Size:223952, Duration(usec):6813325
Size:21497, Duration(usec):6323856
Size:595692, Duration(usec):3566428
Size:535871, Duration(usec):24527632
Size:17730939, Duration(usec):117559127
Size:8851364, Duration(usec):70995984
Size:3898, Duration(usec):20954
Size:4822459, Duration(usec):31334010
Size:527077, Duration(usec):2507176
Size:5576341, Duration(usec):34901573
Size:6303, Duration(usec):26902260
Size:17252, Duration(usec):66230
Size:29109, Duration(usec):54667
Size:55982, Duration(usec):62955
Size:25861, Duration(usec):99019369
Size:62129, Duration(usec):96077
Size:20467, Duration(usec):21917062
Size:37434, Duration(usec):12954067
Size:43493, Duration(usec):87930855
Size:42906, Duration(usec):47160868
Size:2350160, Duration(usec):14635624
Size:29660, Duration(usec):86246856
Size:24263, Duration(usec):67665
Size:16241, Duration(usec):85562661
Size:4896, Duration(usec):21110
Size:47151, Duration(usec):114960
Size:2533, Duration(usec):78793187
