Size:56961, Duration(usec):291832
Size:48602, Duration(usec):233236
Size:152517, Duration(usec):928191
Size:48742, Duration(usec):344647
Size:73841, Duration(usec):596606
Size:436987, Duration(usec):2854908
Size:749494, Duration(usec):5123219
Size:21630, Duration(usec):58129
Size:2512219, Duration(usec):16663434
Size:1896962, Duration(usec):12812049
Size:28432, Duration(usec):96916
Size:10478, Duration(usec):14908243
Size:1861328, Duration(usec):12713353
Size:55554, Duration(usec):300417
Size:21740, Duration(usec):500388
Size:4718048, Duration(usec):29599797
Size:592599, Duration(usec):10493556
Size:11302, Duration(usec):1382120
Size:1553795, Duration(usec):10164744
Size:74, Duration(usec):13693
Size:4902, Duration(usec):18946
Size:3781362, Duration(usec):25547618
Size:4165940, Duration(usec):28146030
Size:223952, Duration(usec):13205793
Size:21497, Duration(usec):12985248
Size:595692, Duration(usec):3882203
Size:535871, Duration(usec):24927171
Size:17730939, Duration(usec):119863716
Size:8851364, Duration(usec):75118651
Size:3898, Duration(usec):24986
Size:4822459, Duration(usec):31982285
Size:527077, Duration(usec):3393503
Size:5576341, Duration(usec):36995876
Size:6303, Duration(usec):28714037
Size:17252, Duration(usec):238970
Size:29109, Duration(usec):591749
Size:55982, Duration(usec):894862
Size:25861, Duration(usec):106013380
Size:62129, Duration(usec):379446
Size:20467, Duration(usec):27406448
Size:37434, Duration(usec):18093754
Size:43493, Duration(usec):97576573
Size:42906, Duration(usec):57247405
Size:2350160, Duration(usec):13970103
Size:29660, Duration(usec):96362645
Size:24263, Duration(usec):89558
Size:16241, Duration(usec):95771207
Size:4896, Duration(usec):13534
Size:47151, Duration(usec):223468
Size:2533, Duration(usec):90695619
