Size:56961, Duration(usec):1193782
Size:48602, Duration(usec):792121
Size:152517, Duration(usec):2806542
Size:48742, Duration(usec):229611
Size:73841, Duration(usec):469878
Size:436987, Duration(usec):15199763
Size:749494, Duration(usec):11096646
Size:21630, Duration(usec):5920131
Size:2512219, Duration(usec):43271559
Size:1896962, Duration(usec):16983993
Size:28432, Duration(usec):328824
Size:10478, Duration(usec):36300126
Size:1861328, Duration(usec):31191173
Size:55554, Duration(usec):197006
Size:21740, Duration(usec):96447
Size:4718048, Duration(usec):48291253
Size:592599, Duration(usec):13230780
Size:11302, Duration(usec):4117620
Size:1553795, Duration(usec):47647867
Size:74, Duration(usec):204326
Size:4902, Duration(usec):43117
Size:3781362, Duration(usec):54346602
Size:4165940, Duration(usec):363060951
Size:223952, Duration(usec):18151207
Size:21497, Duration(usec):17353568
Size:595692, Duration(usec):24021139
Size:535871, Duration(usec):16253276
Size:17730939, Duration(usec):660590173
Size:8851364, Duration(usec):243963378
Size:3898, Duration(usec):111530
Size:4822459, Duration(usec):54528239
Size:527077, Duration(usec):6353981
Size:5576341, Duration(usec):307524441
Size:6303, Duration(usec):2298143
Size:17252, Duration(usec):103551
Size:29109, Duration(usec):3425379
Size:55982, Duration(usec):2091869
Size:25861, Duration(usec):2483712
Size:62129, Duration(usec):118343642
Size:20467, Duration(usec):268515043
Size:37434, Duration(usec):506052
Size:43493, Duration(usec):571606169
Size:42906, Duration(usec):172594929
Size:2350160, Duration(usec):43606453
Size:29660, Duration(usec):49628707
Size:24263, Duration(usec):244775684
Size:16241, Duration(usec):56100046
Size:4896, Duration(usec):51378419
Size:47151, Duration(usec):83517104
Size:2533, Duration(usec):35773146
