Size:56961, Duration(usec):3743093
Size:48602, Duration(usec):492879
Size:152517, Duration(usec):2075704
Size:48742, Duration(usec):217868
Size:73841, Duration(usec):1480263
Size:436987, Duration(usec):1008623
Size:749494, Duration(usec):6979490
Size:21630, Duration(usec):940872
Size:2512219, Duration(usec):22196014
Size:1896962, Duration(usec):14300835
Size:28432, Duration(usec):192061
Size:10478, Duration(usec):18670692
Size:1861328, Duration(usec):14883839
Size:55554, Duration(usec):119409
Size:21740, Duration(usec):40310
Size:4718048, Duration(usec):52174317
Size:592599, Duration(usec):9038142
Size:11302, Duration(usec):89788
Size:1553795, Duration(usec):24916005
Size:74, Duration(usec):13314
Size:4902, Duration(usec):120199
Size:3781362, Duration(usec):57163549
Size:4165940, Duration(usec):14921744
Size:223952, Duration(usec):18949485
Size:21497, Duration(usec):18287211
Size:595692, Duration(usec):5666699
Size:535871, Duration(usec):64001685
Size:17730939, Duration(usec):160579917
Size:8851364, Duration(usec):121452710
Size:3898, Duration(usec):272886
Size:4822459, Duration(usec):68055602
Size:527077, Duration(usec):3825994
Size:5576341, Duration(usec):93641636
Size:6303, Duration(usec):61519001
Size:17252, Duration(usec):69995
Size:29109, Duration(usec):185743
Size:55982, Duration(usec):472229
Size:25861, Duration(usec):133679217
Size:62129, Duration(usec):2075847
Size:20467, Duration(usec):74366802
Size:37434, Duration(usec):40381548
Size:43493, Duration(usec):116793425
Size:42906, Duration(usec):85843883
Size:2350160, Duration(usec):33974823
Size:29660, Duration(usec):114402125
Size:24263, Duration(usec):78915
Size:16241, Duration(usec):113209981
Size:4896, Duration(usec):34623
Size:47151, Duration(usec):193354
Size:2533, Duration(usec):103086518
