Size:56961, Duration(usec):721574
Size:48602, Duration(usec):2929508
Size:152517, Duration(usec):1843216
Size:48742, Duration(usec):1365657
Size:73841, Duration(usec):4509510
Size:436987, Duration(usec):7685106
Size:749494, Duration(usec):4315278
Size:21630, Duration(usec):1339706
Size:2512219, Duration(usec):70258851
Size:1896962, Duration(usec):55665847
Size:28432, Duration(usec):534004
Size:10478, Duration(usec):69099614
Size:1861328, Duration(usec):57969185
Size:55554, Duration(usec):2395399
Size:21740, Duration(usec):2203090
Size:4718048, Duration(usec):46894948
Size:592599, Duration(usec):81959241
Size:11302, Duration(usec):46602156
Size:1553795, Duration(usec):4773164
Size:74, Duration(usec):199123
Size:4902, Duration(usec):53664894
Size:3781362, Duration(usec):43558459
Size:4165940, Duration(usec):86293634
Size:223952, Duration(usec):34789104
Size:21497, Duration(usec):34529057
Size:595692, Duration(usec):62535159
Size:535871, Duration(usec):46358216
Size:17730939, Duration(usec):218919936
Size:8851364, Duration(usec):117684090
Size:3898, Duration(usec):56982
Size:4822459, Duration(usec):96764038
Size:527077, Duration(usec):6303586
Size:5576341, Duration(usec):19362588
Size:6303, Duration(usec):94122011
Size:17252, Duration(usec):3594369
Size:29109, Duration(usec):49586055
Size:55982, Duration(usec):1910108
Size:25861, Duration(usec):207801960
Size:62129, Duration(usec):19080574
Size:20467, Duration(usec):11609083
Size:37434, Duration(usec):85688923
Size:43493, Duration(usec):201061911
Size:42906, Duration(usec):103499450
Size:2350160, Duration(usec):31538955
Size:29660, Duration(usec):200056417
Size:24263, Duration(usec):62649270
Size:16241, Duration(usec):199626361
Size:4896, Duration(usec):162135
Size:47151, Duration(usec):550661
Size:2533, Duration(usec):195560787
