Size:56961, Duration(usec):304122
Size:48602, Duration(usec):222612
Size:152517, Duration(usec):916410
Size:48742, Duration(usec):214536
Size:73841, Duration(usec):409961
Size:436987, Duration(usec):2884460
Size:749494, Duration(usec):4769328
Size:21630, Duration(usec):392517
Size:2512219, Duration(usec):16672523
Size:1896962, Duration(usec):12547359
Size:28432, Duration(usec):97739
Size:10478, Duration(usec):15328892
Size:1861328, Duration(usec):12155580
Size:55554, Duration(usec):237322
Size:21740, Duration(usec):50730
Size:4718048, Duration(usec):31295048
Size:592599, Duration(usec):11904567
Size:11302, Duration(usec):3446178
Size:1553795, Duration(usec):10136971
Size:74, Duration(usec):62224
Size:4902, Duration(usec):727302
Size:3781362, Duration(usec):25190531
Size:4165940, Duration(usec):27459647
Size:223952, Duration(usec):18234020
Size:21497, Duration(usec):17937243
Size:595692, Duration(usec):3873110
Size:535871, Duration(usec):25554519
Size:17730939, Duration(usec):118610849
Size:8851364, Duration(usec):76596604
Size:3898, Duration(usec):22041
Size:4822459, Duration(usec):31426176
Size:527077, Duration(usec):3393746
Size:5576341, Duration(usec):36958927
Size:6303, Duration(usec):28810410
Size:17252, Duration(usec):31915
Size:29109, Duration(usec):160846
Size:55982, Duration(usec):277728
Size:25861, Duration(usec):107486672
Size:62129, Duration(usec):2881417
Size:20467, Duration(usec):30283160
Size:37434, Duration(usec):20348402
Size:43493, Duration(usec):100820902
Size:42906, Duration(usec):62457580
Size:2350160, Duration(usec):14908694
Size:29660, Duration(usec):99811329
Size:24263, Duration(usec):3638874
Size:16241, Duration(usec):99369516
Size:4896, Duration(usec):152364
Size:47151, Duration(usec):252334
Size:2533, Duration(usec):95311447
