Size:56961, Duration(usec):4175061
Size:48602, Duration(usec):289350
Size:152517, Duration(usec):7690057
Size:48742, Duration(usec):736117
Size:73841, Duration(usec):9767495
Size:436987, Duration(usec):5353562
Size:749494, Duration(usec):10299338
Size:21630, Duration(usec):401854
Size:2512219, Duration(usec):33968395
Size:1896962, Duration(usec):36311489
Size:28432, Duration(usec):145263
Size:10478, Duration(usec):26917962
Size:1861328, Duration(usec):29525094
Size:55554, Duration(usec):287399
Size:21740, Duration(usec):87392
Size:4718048, Duration(usec):89127840
Size:592599, Duration(usec):15598816
Size:11302, Duration(usec):417727
Size:1553795, Duration(usec):22306322
Size:74, Duration(usec):104297
Size:4902, Duration(usec):117988
Size:3781362, Duration(usec):49210807
Size:4165940, Duration(usec):324021425
Size:223952, Duration(usec):3025302
Size:21497, Duration(usec):1696506
Size:595692, Duration(usec):7674082
Size:535871, Duration(usec):16197512
Size:17730939, Duration(usec):409049538
Size:8851364, Duration(usec):459572449
Size:3898, Duration(usec):395956
Size:4822459, Duration(usec):151990395
Size:527077, Duration(usec):33504667
Size:5576341, Duration(usec):385952011
Size:6303, Duration(usec):2621972
Size:17252, Duration(usec):16389543
Size:29109, Duration(usec):130780
Size:55982, Duration(usec):5641645
Size:25861, Duration(usec):7287883
Size:62129, Duration(usec):240567
Size:20467, Duration(usec):348269459
Size:37434, Duration(usec):95820962
Size:43493, Duration(usec):319635686
Size:42906, Duration(usec):388103316
Size:2350160, Duration(usec):83130672
Size:29660, Duration(usec):77038867
Size:24263, Duration(usec):205432197
Size:16241, Duration(usec):74651340
Size:4896, Duration(usec):58260324
Size:47151, Duration(usec):78192352
Size:2533, Duration(usec):54324388
