Size:56961, Duration(usec):548032
Size:48602, Duration(usec):764431
Size:152517, Duration(usec):3318614
Size:48742, Duration(usec):394055
Size:73841, Duration(usec):3612661
Size:436987, Duration(usec):7413205
Size:749494, Duration(usec):12583840
Size:21630, Duration(usec):65140
Size:2512219, Duration(usec):36019551
Size:1896962, Duration(usec):44937415
Size:28432, Duration(usec):83474
Size:10478, Duration(usec):28969148
Size:1861328, Duration(usec):30039412
Size:55554, Duration(usec):174056
Size:21740, Duration(usec):130055
Size:4718048, Duration(usec):100440827
Size:592599, Duration(usec):15354231
Size:11302, Duration(usec):654356
Size:1553795, Duration(usec):36830087
Size:74, Duration(usec):46368
Size:4902, Duration(usec):172165
Size:3781362, Duration(usec):70934411
Size:4165940, Duration(usec):40363374
Size:223952, Duration(usec):11102008
Size:21497, Duration(usec):10691871
Size:595692, Duration(usec):15701678
Size:535871, Duration(usec):8469540
Size:17730939, Duration(usec):462590950
Size:8851364, Duration(usec):266352949
Size:3898, Duration(usec):650287
Size:4822459, Duration(usec):64460226
Size:527077, Duration(usec):8374764
Size:5576341, Duration(usec):393973792
Size:6303, Duration(usec):2825502
Size:17252, Duration(usec):112232
Size:29109, Duration(usec):894941
Size:55982, Duration(usec):1630815
Size:25861, Duration(usec):4880808
Size:62129, Duration(usec):378388
Size:20467, Duration(usec):354793206
Size:37434, Duration(usec):8335357
Size:43493, Duration(usec):372815154
Size:42906, Duration(usec):194745013
Size:2350160, Duration(usec):175476678
Size:29660, Duration(usec):88952956
Size:24263, Duration(usec):78359
Size:16241, Duration(usec):86982653
Size:4896, Duration(usec):59442487
Size:47151, Duration(usec):63082686
Size:2533, Duration(usec):66655722
