Size:56961, Duration(usec):1422718
Size:48602, Duration(usec):2915101
Size:152517, Duration(usec):579951
Size:48742, Duration(usec):297097
Size:73841, Duration(usec):2250717
Size:436987, Duration(usec):5983878
Size:749494, Duration(usec):12926655
Size:21630, Duration(usec):1213716
Size:2512219, Duration(usec):12183084
Size:1896962, Duration(usec):45137837
Size:28432, Duration(usec):322593
Size:10478, Duration(usec):5132569
Size:1861328, Duration(usec):23805385
Size:55554, Duration(usec):326365
Size:21740, Duration(usec):303533
Size:4718048, Duration(usec):98398562
Size:592599, Duration(usec):10952025
Size:11302, Duration(usec):1734007
Size:1553795, Duration(usec):54170635
Size:74, Duration(usec):144707
Size:4902, Duration(usec):40191
Size:3781362, Duration(usec):510484999
Size:4165940, Duration(usec):281236455
Size:223952, Duration(usec):11171469
Size:21497, Duration(usec):9816545
Size:595692, Duration(usec):33514450
Size:535871, Duration(usec):11911214
Size:17730939, Duration(usec):263391713
Size:8851364, Duration(usec):513733658
Size:3898, Duration(usec):110903
Size:4822459, Duration(usec):29296456
Size:527077, Duration(usec):10917124
Size:5576341, Duration(usec):466890621
Size:6303, Duration(usec):400374
Size:17252, Duration(usec):508470
Size:29109, Duration(usec):1972582
Size:55982, Duration(usec):1447190
Size:25861, Duration(usec):924910
Size:62129, Duration(usec):401200
Size:20467, Duration(usec):427731568
Size:37434, Duration(usec):111509
Size:43493, Duration(usec):174249358
Size:42906, Duration(usec):442108584
Size:2350160, Duration(usec):250401003
Size:29660, Duration(usec):299046
Size:24263, Duration(usec):162140548
Size:16241, Duration(usec):167531
Size:4896, Duration(usec):38161267
Size:47151, Duration(usec):69378973
Size:2533, Duration(usec):13025
