Size:56961, Duration(usec):59474
Size:48602, Duration(usec):43780
Size:152517, Duration(usec):721857
Size:48742, Duration(usec):40756
Size:73841, Duration(usec):101408
Size:436987, Duration(usec):1650044
Size:749494, Duration(usec):4096664
Size:21630, Duration(usec):35906
Size:2512219, Duration(usec):15062808
Size:1896962, Duration(usec):11366864
Size:28432, Duration(usec):158268
Size:10478, Duration(usec):11757975
Size:1861328, Duration(usec):10924188
Size:55554, Duration(usec):1125336
Size:21740, Duration(usec):42666
Size:4718048, Duration(usec):30984779
Size:592599, Duration(usec):3997729
Size:11302, Duration(usec):16612
Size:1553795, Duration(usec):8812186
Size:74, Duration(usec):621926
Size:4902, Duration(usec):17745
Size:3781362, Duration(usec):24758125
Size:4165940, Duration(usec):27080315
Size:223952, Duration(usec):421483
Size:21497, Duration(usec):454237
Size:595692, Duration(usec):3160506
Size:535871, Duration(usec):20507848
Size:17730939, Duration(usec):114671943
Size:8851364, Duration(usec):62835884
Size:3898, Duration(usec):82820
Size:4822459, Duration(usec):29302933
Size:527077, Duration(usec):2416092
Size:5576341, Duration(usec):37641532
Size:6303, Duration(usec):22664705
Size:17252, Duration(usec):339971
Size:29109, Duration(usec):57723
Size:55982, Duration(usec):87367
Size:25861, Duration(usec):86921017
Size:62129, Duration(usec):114073
Size:20467, Duration(usec):18066134
Size:37434, Duration(usec):1795458
Size:43493, Duration(usec):70221675
Size:42906, Duration(usec):27109514
Size:2350160, Duration(usec):14641403
Size:29660, Duration(usec):67754067
Size:24263, Duration(usec):89694
Size:16241, Duration(usec):66684227
Size:4896, Duration(usec):112194
Size:47151, Duration(usec):68887
Size:2533, Duration(usec):56526954
