Size:56961, Duration(usec):482938
Size:48602, Duration(usec):986030
Size:152517, Duration(usec):3250038
Size:48742, Duration(usec):230049
Size:73841, Duration(usec):1528612
Size:436987, Duration(usec):4822344
Size:749494, Duration(usec):9358422
Size:21630, Duration(usec):247348
Size:2512219, Duration(usec):11686637
Size:1896962, Duration(usec):25633415
Size:28432, Duration(usec):332926
Size:10478, Duration(usec):11245770
Size:1861328, Duration(usec):24298655
Size:55554, Duration(usec):3559496
Size:21740, Duration(usec):3484402
Size:4718048, Duration(usec):52140390
Size:592599, Duration(usec):31134256
Size:11302, Duration(usec):22776039
Size:1553795, Duration(usec):18571376
Size:74, Duration(usec):136064
Size:4902, Duration(usec):6437118
Size:3781362, Duration(usec):39317881
Size:4165940, Duration(usec):35508336
Size:223952, Duration(usec):49425911
Size:21497, Duration(usec):49434843
Size:595692, Duration(usec):23513587
Size:535871, Duration(usec):44716478
Size:17730939, Duration(usec):174460074
Size:8851364, Duration(usec):108148330
Size:3898, Duration(usec):254249
Size:4822459, Duration(usec):21990945
Size:527077, Duration(usec):6122126
Size:5576341, Duration(usec):58769191
Size:6303, Duration(usec):21207136
Size:17252, Duration(usec):5159822
Size:29109, Duration(usec):19969712
Size:55982, Duration(usec):5448466
Size:25861, Duration(usec):171008886
Size:62129, Duration(usec):45427777
Size:20467, Duration(usec):56356972
Size:37434, Duration(usec):18651799
Size:43493, Duration(usec):168937267
Size:42906, Duration(usec):103869621
Size:2350160, Duration(usec):59033180
Size:29660, Duration(usec):168755535
Size:24263, Duration(usec):28129364
Size:16241, Duration(usec):168634633
Size:4896, Duration(usec):2383131
Size:47151, Duration(usec):2641881
Size:2533, Duration(usec):167363973
