Size:56961, Duration(usec):325917
Size:48602, Duration(usec):240500
Size:152517, Duration(usec):893368
Size:48742, Duration(usec):242074
Size:73841, Duration(usec):432326
Size:436987, Duration(usec):2913568
Size:749494, Duration(usec):4703963
Size:21630, Duration(usec):504196
Size:2512219, Duration(usec):16804811
Size:1896962, Duration(usec):12528090
Size:28432, Duration(usec):425221
Size:10478, Duration(usec):15644766
Size:1861328, Duration(usec):13185557
Size:55554, Duration(usec):293727
Size:21740, Duration(usec):52929
Size:4718048, Duration(usec):31322330
Size:592599, Duration(usec):12516260
Size:11302, Duration(usec):4918128
Size:1553795, Duration(usec):10615162
Size:74, Duration(usec):39408
Size:4902, Duration(usec):2805166
Size:3781362, Duration(usec):26539839
Size:4165940, Duration(usec):27606063
Size:223952, Duration(usec):20874673
Size:21497, Duration(usec):20652730
Size:595692, Duration(usec):4006113
Size:535871, Duration(usec):27126143
Size:17730939, Duration(usec):117843608
Size:8851364, Duration(usec):79594697
Size:3898, Duration(usec):5478
Size:4822459, Duration(usec):32128905
Size:527077, Duration(usec):3067262
Size:5576341, Duration(usec):36584290
Size:6303, Duration(usec):30167601
Size:17252, Duration(usec):380117
Size:29109, Duration(usec):125923
Size:55982, Duration(usec):239924
Size:25861, Duration(usec):108592942
Size:62129, Duration(usec):8029533
Size:20467, Duration(usec):30257006
Size:37434, Duration(usec):23683745
Size:43493, Duration(usec):103024667
Size:42906, Duration(usec):67708475
Size:2350160, Duration(usec):18376896
Size:29660, Duration(usec):102202630
Size:24263, Duration(usec):8083773
Size:16241, Duration(usec):101825293
Size:4896, Duration(usec):9201
Size:47151, Duration(usec):71502
Size:2533, Duration(usec):98444719
