Size:56961, Duration(usec):240388
Size:48602, Duration(usec):182342
Size:152517, Duration(usec):839644
Size:48742, Duration(usec):99939
Size:73841, Duration(usec):349811
Size:436987, Duration(usec):2776685
Size:749494, Duration(usec):4756567
Size:21630, Duration(usec):37824
Size:2512219, Duration(usec):16562507
Size:1896962, Duration(usec):12337482
Size:28432, Duration(usec):50423
Size:10478, Duration(usec):16047757
Size:1861328, Duration(usec):12579962
Size:55554, Duration(usec):319984
Size:21740, Duration(usec):209528
Size:4718048, Duration(usec):29649540
Size:592599, Duration(usec):14267378
Size:11302, Duration(usec):7759359
Size:1553795, Duration(usec):10827648
Size:74, Duration(usec):23609
Size:4902, Duration(usec):8337580
Size:3781362, Duration(usec):26516901
Size:4165940, Duration(usec):27646164
Size:223952, Duration(usec):23863909
Size:21497, Duration(usec):23944355
Size:595692, Duration(usec):6136292
Size:535871, Duration(usec):28614112
Size:17730939, Duration(usec):124571820
Size:8851364, Duration(usec):82552329
Size:3898, Duration(usec):68603
Size:4822459, Duration(usec):34948725
Size:527077, Duration(usec):3820862
Size:5576341, Duration(usec):39848147
Size:6303, Duration(usec):33634266
Size:17252, Duration(usec):2118930
Size:29109, Duration(usec):74861
Size:55982, Duration(usec):1192745
Size:25861, Duration(usec):119110871
Size:62129, Duration(usec):16564300
Size:20467, Duration(usec):35985629
Size:37434, Duration(usec):29466314
Size:43493, Duration(usec):115825365
Size:42906, Duration(usec):75418744
Size:2350160, Duration(usec):28386800
Size:29660, Duration(usec):115423687
Size:24263, Duration(usec):15757710
Size:16241, Duration(usec):115198696
Size:4896, Duration(usec):92385
Size:47151, Duration(usec):159634
Size:2533, Duration(usec):113165785
