Size:56961, Duration(usec):147745
Size:48602, Duration(usec):651186
Size:152517, Duration(usec):1812706
Size:48742, Duration(usec):321888
Size:73841, Duration(usec):2601978
Size:436987, Duration(usec):5671579
Size:749494, Duration(usec):8147282
Size:21630, Duration(usec):113370
Size:2512219, Duration(usec):34703309
Size:1896962, Duration(usec):30631026
Size:28432, Duration(usec):157915
Size:10478, Duration(usec):20654970
Size:1861328, Duration(usec):27445627
Size:55554, Duration(usec):337898
Size:21740, Duration(usec):95112
Size:4718048, Duration(usec):80022720
Size:592599, Duration(usec):10995260
Size:11302, Duration(usec):4155070
Size:1553795, Duration(usec):21043890
Size:74, Duration(usec):31376
Size:4902, Duration(usec):146124
Size:3781362, Duration(usec):72810067
Size:4165940, Duration(usec):45953807
Size:223952, Duration(usec):3832452
Size:21497, Duration(usec):1070219
Size:595692, Duration(usec):18591852
Size:535871, Duration(usec):9128701
Size:17730939, Duration(usec):263460991
Size:8851364, Duration(usec):179075134
Size:3898, Duration(usec):174512
Size:4822459, Duration(usec):59506338
Size:527077, Duration(usec):5214504
Size:5576341, Duration(usec):96869101
Size:6303, Duration(usec):931101
Size:17252, Duration(usec):125926
Size:29109, Duration(usec):985767
Size:55982, Duration(usec):9797908
Size:25861, Duration(usec):853966
Size:62129, Duration(usec):617768
Size:20467, Duration(usec):18551286
Size:37434, Duration(usec):200892
Size:43493, Duration(usec):83921376
Size:42906, Duration(usec):35868232
Size:2350160, Duration(usec):37248566
Size:29660, Duration(usec):1096072
Size:24263, Duration(usec):520778
Size:16241, Duration(usec):409702
Size:4896, Duration(usec):268627
Size:47151, Duration(usec):12499935
Size:2533, Duration(usec):33182
