Size:56961, Duration(usec):219725
Size:48602, Duration(usec):161594
Size:152517, Duration(usec):935680
Size:48742, Duration(usec):322484
Size:73841, Duration(usec):543226
Size:436987, Duration(usec):2700431
Size:749494, Duration(usec):4847099
Size:21630, Duration(usec):32131
Size:2512219, Duration(usec):17041459
Size:1896962, Duration(usec):12365527
Size:28432, Duration(usec):49588
Size:10478, Duration(usec):14760928
Size:1861328, Duration(usec):12920301
Size:55554, Duration(usec):205885
Size:21740, Duration(usec):165397
Size:4718048, Duration(usec):32426024
Size:592599, Duration(usec):8669004
Size:11302, Duration(usec):26724
Size:1553795, Duration(usec):9979882
Size:74, Duration(usec):13996
Size:4902, Duration(usec):16135
Size:3781362, Duration(usec):24746975
Size:4165940, Duration(usec):27854823
Size:223952, Duration(usec):9071863
Size:21497, Duration(usec):8567131
Size:595692, Duration(usec):3886507
Size:535871, Duration(usec):22796475
Size:17730939, Duration(usec):118602502
Size:8851364, Duration(usec):68845041
Size:3898, Duration(usec):14640
Size:4822459, Duration(usec):31656903
Size:527077, Duration(usec):3470933
Size:5576341, Duration(usec):36493542
Size:6303, Duration(usec):27373414
Size:17252, Duration(usec):24644
Size:29109, Duration(usec):62846
Size:55982, Duration(usec):255916
Size:25861, Duration(usec):100047872
Size:62129, Duration(usec):265754
Size:20467, Duration(usec):23448130
Size:37434, Duration(usec):13223748
Size:43493, Duration(usec):88765620
Size:42906, Duration(usec):45192616
Size:2350160, Duration(usec):15263404
Size:29660, Duration(usec):87066843
Size:24263, Duration(usec):100559
Size:16241, Duration(usec):86299691
Size:4896, Duration(usec):17222
Size:47151, Duration(usec):155399
Size:2533, Duration(usec):79530193
