Size:56961, Duration(usec):1030160
Size:48602, Duration(usec):655419
Size:152517, Duration(usec):3016455
Size:48742, Duration(usec):489610
Size:73841, Duration(usec):1443394
Size:436987, Duration(usec):4279041
Size:749494, Duration(usec):8965720
Size:21630, Duration(usec):246020
Size:2512219, Duration(usec):12119406
Size:1896962, Duration(usec):20380793
Size:28432, Duration(usec):290562
Size:10478, Duration(usec):11757286
Size:1861328, Duration(usec):20291822
Size:55554, Duration(usec):3228605
Size:21740, Duration(usec):3143759
Size:4718048, Duration(usec):46506616
Size:592599, Duration(usec):23844206
Size:11302, Duration(usec):17760533
Size:1553795, Duration(usec):18974381
Size:74, Duration(usec):99861
Size:4902, Duration(usec):7217144
Size:3781362, Duration(usec):34012412
Size:4165940, Duration(usec):43241955
Size:223952, Duration(usec):44820917
Size:21497, Duration(usec):44782614
Size:595692, Duration(usec):19610946
Size:535871, Duration(usec):38984107
Size:17730939, Duration(usec):168059953
Size:8851364, Duration(usec):109531410
Size:3898, Duration(usec):215956
Size:4822459, Duration(usec):27671579
Size:527077, Duration(usec):6716178
Size:5576341, Duration(usec):64265485
Size:6303, Duration(usec):26904535
Size:17252, Duration(usec):5819262
Size:29109, Duration(usec):15649940
Size:55982, Duration(usec):6276536
Size:25861, Duration(usec):164835049
Size:62129, Duration(usec):40906053
Size:20467, Duration(usec):62038977
Size:37434, Duration(usec):24693529
Size:43493, Duration(usec):162919303
Size:42906, Duration(usec):105429435
Size:2350160, Duration(usec):54864365
Size:29660, Duration(usec):162706075
Size:24263, Duration(usec):36312714
Size:16241, Duration(usec):162609513
Size:4896, Duration(usec):3442265
Size:47151, Duration(usec):3660364
Size:2533, Duration(usec):161413590
