Size:56961, Duration(usec):708533
Size:48602, Duration(usec):658718
Size:152517, Duration(usec):2529339
Size:48742, Duration(usec):498555
Size:73841, Duration(usec):1813337
Size:436987, Duration(usec):5857727
Size:749494, Duration(usec):9831839
Size:21630, Duration(usec):140635
Size:2512219, Duration(usec):13564901
Size:1896962, Duration(usec):20725269
Size:28432, Duration(usec):312341
Size:10478, Duration(usec):13189594
Size:1861328, Duration(usec):20913466
Size:55554, Duration(usec):4678257
Size:21740, Duration(usec):4613564
Size:4718048, Duration(usec):48728645
Size:592599, Duration(usec):24878129
Size:11302, Duration(usec):17994651
Size:1553795, Duration(usec):18698904
Size:74, Duration(usec):630693
Size:4902, Duration(usec):8365740
Size:3781362, Duration(usec):41166328
Size:4165940, Duration(usec):40409435
Size:223952, Duration(usec):46303211
Size:21497, Duration(usec):46320155
Size:595692, Duration(usec):19361184
Size:535871, Duration(usec):47183625
Size:17730939, Duration(usec):158810452
Size:8851364, Duration(usec):116009006
Size:3898, Duration(usec):320375
Size:4822459, Duration(usec):27701068
Size:527077, Duration(usec):5529797
Size:5576341, Duration(usec):61243092
Size:6303, Duration(usec):26891493
Size:17252, Duration(usec):5210993
Size:29109, Duration(usec):15108447
Size:55982, Duration(usec):4971413
Size:25861, Duration(usec):155402523
Size:62129, Duration(usec):41826573
Size:20467, Duration(usec):58833486
Size:37434, Duration(usec):24338789
Size:43493, Duration(usec):153436713
Size:42906, Duration(usec):111585983
Size:2350160, Duration(usec):56357763
Size:29660, Duration(usec):153441673
Size:24263, Duration(usec):33069298
Size:16241, Duration(usec):153381907
Size:4896, Duration(usec):1919599
Size:47151, Duration(usec):2087273
Size:2533, Duration(usec):152111258
