Size:56961, Duration(usec):1409558
Size:48602, Duration(usec):982385
Size:152517, Duration(usec):904631
Size:48742, Duration(usec):2087651
Size:73841, Duration(usec):1467117
Size:436987, Duration(usec):5291618
Size:749494, Duration(usec):3406079
Size:21630, Duration(usec):149368
Size:2512219, Duration(usec):19921463
Size:1896962, Duration(usec):15730189
Size:28432, Duration(usec):509896
Size:10478, Duration(usec):19248998
Size:1861328, Duration(usec):19870374
Size:55554, Duration(usec):1631230
Size:21740, Duration(usec):1268749
Size:4718048, Duration(usec):40575955
Size:592599, Duration(usec):24214043
Size:11302, Duration(usec):9300406
Size:1553795, Duration(usec):12087501
Size:74, Duration(usec):46007
Size:4902, Duration(usec):8223987
Size:3781362, Duration(usec):37484920
Size:4165940, Duration(usec):31743110
Size:223952, Duration(usec):32248074
Size:21497, Duration(usec):32674470
Size:595692, Duration(usec):5401400
Size:535871, Duration(usec):40172097
Size:17730939, Duration(usec):158267645
Size:8851364, Duration(usec):105952768
Size:3898, Duration(usec):25197
Size:4822459, Duration(usec):34982801
Size:527077, Duration(usec):1590909
Size:5576341, Duration(usec):44062638
Size:6303, Duration(usec):33151572
Size:17252, Duration(usec):271171
Size:29109, Duration(usec):339350
Size:55982, Duration(usec):265197
Size:25861, Duration(usec):150450331
Size:62129, Duration(usec):21585519
Size:20467, Duration(usec):38464964
Size:37434, Duration(usec):27522871
Size:43493, Duration(usec):145723007
Size:42906, Duration(usec):95854430
Size:2350160, Duration(usec):30487434
Size:29660, Duration(usec):145042478
Size:24263, Duration(usec):14746575
Size:16241, Duration(usec):144750720
Size:4896, Duration(usec):95275
Size:47151, Duration(usec):293300
Size:2533, Duration(usec):141846689
