Size:56961, Duration(usec):251572
Size:48602, Duration(usec):110244
Size:152517, Duration(usec):856260
Size:48742, Duration(usec):163521
Size:73841, Duration(usec):365665
Size:436987, Duration(usec):2798291
Size:749494, Duration(usec):4670320
Size:21630, Duration(usec):28014
Size:2512219, Duration(usec):17109949
Size:1896962, Duration(usec):12767118
Size:28432, Duration(usec):156303
Size:10478, Duration(usec):16326352
Size:1861328, Duration(usec):12350798
Size:55554, Duration(usec):627253
Size:21740, Duration(usec):513411
Size:4718048, Duration(usec):30536007
Size:592599, Duration(usec):14082334
Size:11302, Duration(usec):7718930
Size:1553795, Duration(usec):12785719
Size:74, Duration(usec):31932
Size:4902, Duration(usec):7751145
Size:3781362, Duration(usec):29242956
Size:4165940, Duration(usec):27408599
Size:223952, Duration(usec):24006387
Size:21497, Duration(usec):24038184
Size:595692, Duration(usec):5519819
Size:535871, Duration(usec):31196883
Size:17730939, Duration(usec):122467350
Size:8851364, Duration(usec):83572524
Size:3898, Duration(usec):59555
Size:4822459, Duration(usec):31642838
Size:527077, Duration(usec):2164365
Size:5576341, Duration(usec):40427962
Size:6303, Duration(usec):30173041
Size:17252, Duration(usec):770568
Size:29109, Duration(usec):710993
Size:55982, Duration(usec):562159
Size:25861, Duration(usec):116418342
Size:62129, Duration(usec):15778944
Size:20467, Duration(usec):36089250
Size:37434, Duration(usec):25973150
Size:43493, Duration(usec):112785006
Size:42906, Duration(usec):75604129
Size:2350160, Duration(usec):26580857
Size:29660, Duration(usec):112355066
Size:24263, Duration(usec):14410812
Size:16241, Duration(usec):112103356
Size:4896, Duration(usec):46233
Size:47151, Duration(usec):164228
Size:2533, Duration(usec):109844589
