Size:56961, Duration(usec):263602
Size:48602, Duration(usec):198100
Size:152517, Duration(usec):884107
Size:48742, Duration(usec):198456
Size:73841, Duration(usec):370544
Size:436987, Duration(usec):2739641
Size:749494, Duration(usec):4699523
Size:21630, Duration(usec):79677
Size:2512219, Duration(usec):16152028
Size:1896962, Duration(usec):12221019
Size:28432, Duration(usec):77974
Size:10478, Duration(usec):15293333
Size:1861328, Duration(usec):12908800
Size:55554, Duration(usec):216557
Size:21740, Duration(usec):68878
Size:4718048, Duration(usec):31385805
Size:592599, Duration(usec):13312377
Size:11302, Duration(usec):6546378
Size:1553795, Duration(usec):10579243
Size:74, Duration(usec):26695
Size:4902, Duration(usec):5653914
Size:3781362, Duration(usec):25246266
Size:4165940, Duration(usec):27066706
Size:223952, Duration(usec):23927997
Size:21497, Duration(usec):23777931
Size:595692, Duration(usec):3767178
Size:535871, Duration(usec):26760375
Size:17730939, Duration(usec):119352331
Size:8851364, Duration(usec):81434219
Size:3898, Duration(usec):37497
Size:4822459, Duration(usec):30820277
Size:527077, Duration(usec):3271470
Size:5576341, Duration(usec):37970362
Size:6303, Duration(usec):29314079
Size:17252, Duration(usec):1285136
Size:29109, Duration(usec):74581
Size:55982, Duration(usec):544100
Size:25861, Duration(usec):112620645
Size:62129, Duration(usec):14406107
Size:20467, Duration(usec):33087515
Size:37434, Duration(usec):24175920
Size:43493, Duration(usec):108604136
Size:42906, Duration(usec):72551173
Size:2350160, Duration(usec):25292589
Size:29660, Duration(usec):108193935
Size:24263, Duration(usec):12301394
Size:16241, Duration(usec):107908860
Size:4896, Duration(usec):63130
Size:47151, Duration(usec):274766
Size:2533, Duration(usec):105367765
