Size:56961, Duration(usec):246856
Size:48602, Duration(usec):176046
Size:152517, Duration(usec):855780
Size:48742, Duration(usec):184235
Size:73841, Duration(usec):354851
Size:436987, Duration(usec):2691084
Size:749494, Duration(usec):4676139
Size:21630, Duration(usec):103123
Size:2512219, Duration(usec):16327534
Size:1896962, Duration(usec):12180817
Size:28432, Duration(usec):114811
Size:10478, Duration(usec):15034102
Size:1861328, Duration(usec):12165469
Size:55554, Duration(usec):251853
Size:21740, Duration(usec):83849
Size:4718048, Duration(usec):29792195
Size:592599, Duration(usec):11409696
Size:11302, Duration(usec):3058746
Size:1553795, Duration(usec):10332773
Size:74, Duration(usec):40756
Size:4902, Duration(usec):40984
Size:3781362, Duration(usec):25513569
Size:4165940, Duration(usec):27548896
Size:223952, Duration(usec):16918425
Size:21497, Duration(usec):16652067
Size:595692, Duration(usec):3653576
Size:535871, Duration(usec):25675413
Size:17730939, Duration(usec):115840490
Size:8851364, Duration(usec):76391260
Size:3898, Duration(usec):548970
Size:4822459, Duration(usec):31484882
Size:527077, Duration(usec):3259712
Size:5576341, Duration(usec):36843543
Size:6303, Duration(usec):28963555
Size:17252, Duration(usec):52245
Size:29109, Duration(usec):103964
Size:55982, Duration(usec):265734
Size:25861, Duration(usec):104716034
Size:62129, Duration(usec):1434411
Size:20467, Duration(usec):29035616
Size:37434, Duration(usec):20597934
Size:43493, Duration(usec):98352263
Size:42906, Duration(usec):62249787
Size:2350160, Duration(usec):15241815
Size:29660, Duration(usec):97342116
Size:24263, Duration(usec):3834130
Size:16241, Duration(usec):97083137
Size:4896, Duration(usec):42999
Size:47151, Duration(usec):212579
Size:2533, Duration(usec):93023870
