Size:56961, Duration(usec):284989
Size:48602, Duration(usec):401730
Size:152517, Duration(usec):673081
Size:48742, Duration(usec):219663
Size:73841, Duration(usec):3300797
Size:436987, Duration(usec):4785791
Size:749494, Duration(usec):3902445
Size:21630, Duration(usec):392611
Size:2512219, Duration(usec):44235594
Size:1896962, Duration(usec):35730635
Size:28432, Duration(usec):120713
Size:10478, Duration(usec):37185158
Size:1861328, Duration(usec):37931361
Size:55554, Duration(usec):323572
Size:21740, Duration(usec):94201
Size:4718048, Duration(usec):77292443
Size:592599, Duration(usec):19307653
Size:11302, Duration(usec):899657
Size:1553795, Duration(usec):10168297
Size:74, Duration(usec):178811
Size:4902, Duration(usec):170958
Size:3781362, Duration(usec):73173071
Size:4165940, Duration(usec):69475108
Size:223952, Duration(usec):33783244
Size:21497, Duration(usec):32378669
Size:595692, Duration(usec):9586864
Size:535871, Duration(usec):13247200
Size:17730939, Duration(usec):319512412
Size:8851364, Duration(usec):235399290
Size:3898, Duration(usec):499434
Size:4822459, Duration(usec):327869263
Size:527077, Duration(usec):3608984
Size:5576341, Duration(usec):166719546
Size:6303, Duration(usec):2442169
Size:17252, Duration(usec):32602
Size:29109, Duration(usec):522395
Size:55982, Duration(usec):12187620
Size:25861, Duration(usec):375108
Size:62129, Duration(usec):13262921
Size:20467, Duration(usec):127581012
Size:37434, Duration(usec):271864088
Size:43493, Duration(usec):229971661
Size:42906, Duration(usec):163980037
Size:2350160, Duration(usec):106515515
Size:29660, Duration(usec):1032865
Size:24263, Duration(usec):2077229
Size:16241, Duration(usec):372681
Size:4896, Duration(usec):23021561
Size:47151, Duration(usec):56654396
Size:2533, Duration(usec):9751294
