Size:56961, Duration(usec):1241634
Size:48602, Duration(usec):1260008
Size:152517, Duration(usec):2294342
Size:48742, Duration(usec):449366
Size:73841, Duration(usec):5397879
Size:436987, Duration(usec):2997911
Size:749494, Duration(usec):9695134
Size:21630, Duration(usec):145097
Size:2512219, Duration(usec):31195025
Size:1896962, Duration(usec):22554079
Size:28432, Duration(usec):154240
Size:10478, Duration(usec):30780802
Size:1861328, Duration(usec):19705704
Size:55554, Duration(usec):1230888
Size:21740, Duration(usec):1020356
Size:4718048, Duration(usec):21187817
Size:592599, Duration(usec):24275645
Size:11302, Duration(usec):19087382
Size:1553795, Duration(usec):15786787
Size:74, Duration(usec):206708
Size:4902, Duration(usec):24859143
Size:3781362, Duration(usec):37442322
Size:4165940, Duration(usec):33317039
Size:223952, Duration(usec):16314141
Size:21497, Duration(usec):16287411
Size:595692, Duration(usec):18928369
Size:535871, Duration(usec):43050397
Size:17730939, Duration(usec):170123348
Size:8851364, Duration(usec):109558141
Size:3898, Duration(usec):82770
Size:4822459, Duration(usec):59756364
Size:527077, Duration(usec):6017553
Size:5576341, Duration(usec):58037693
Size:6303, Duration(usec):59129679
Size:17252, Duration(usec):5325173
Size:29109, Duration(usec):13778141
Size:55982, Duration(usec):4971340
Size:25861, Duration(usec):166424491
Size:62129, Duration(usec):10503114
Size:20467, Duration(usec):55603400
Size:37434, Duration(usec):56303302
Size:43493, Duration(usec):163970502
Size:42906, Duration(usec):104184713
Size:2350160, Duration(usec):19568855
Size:29660, Duration(usec):163640230
Size:24263, Duration(usec):24271165
Size:16241, Duration(usec):163455394
Size:4896, Duration(usec):1503373
Size:47151, Duration(usec):1742815
Size:2533, Duration(usec):161891572
