Size:56961, Duration(usec):180047
Size:48602, Duration(usec):130935
Size:152517, Duration(usec):523505
Size:48742, Duration(usec):154732
Size:73841, Duration(usec):328660
Size:436987, Duration(usec):2644520
Size:749494, Duration(usec):4715017
Size:21630, Duration(usec):42869
Size:2512219, Duration(usec):16177521
Size:1896962, Duration(usec):12061322
Size:28432, Duration(usec):47625
Size:10478, Duration(usec):12658808
Size:1861328, Duration(usec):12143463
Size:55554, Duration(usec):162099
Size:21740, Duration(usec):39848
Size:4718048, Duration(usec):30675667
Size:592599, Duration(usec):4586127
Size:11302, Duration(usec):31776
Size:1553795, Duration(usec):10283431
Size:74, Duration(usec):22062
Size:4902, Duration(usec):19676
Size:3781362, Duration(usec):24738855
Size:4165940, Duration(usec):27047154
Size:223952, Duration(usec):1394535
Size:21497, Duration(usec):698882
Size:595692, Duration(usec):3686572
Size:535871, Duration(usec):20171759
Size:17730939, Duration(usec):118676085
Size:8851364, Duration(usec):61775242
Size:3898, Duration(usec):128180
Size:4822459, Duration(usec):32136624
Size:527077, Duration(usec):3297438
Size:5576341, Duration(usec):36396372
Size:6303, Duration(usec):25497204
Size:17252, Duration(usec):11852
Size:29109, Duration(usec):42730
Size:55982, Duration(usec):153235
Size:25861, Duration(usec):90834576
Size:62129, Duration(usec):185737
Size:20467, Duration(usec):16838985
Size:37434, Duration(usec):4188129
Size:43493, Duration(usec):73807315
Size:42906, Duration(usec):25959656
Size:2350160, Duration(usec):16053793
Size:29660, Duration(usec):71249749
Size:24263, Duration(usec):438436
Size:16241, Duration(usec):70056774
Size:4896, Duration(usec):4924
Size:47151, Duration(usec):121840
Size:2533, Duration(usec):59901292
