Size:56961, Duration(usec):2123066
Size:48602, Duration(usec):1097074
Size:152517, Duration(usec):1294404
Size:48742, Duration(usec):134507
Size:73841, Duration(usec):1950244
Size:436987, Duration(usec):4735202
Size:749494, Duration(usec):9263904
Size:21630, Duration(usec):197520
Size:2512219, Duration(usec):36735934
Size:1896962, Duration(usec):35441030
Size:28432, Duration(usec):168268
Size:10478, Duration(usec):22635329
Size:1861328, Duration(usec):33473142
Size:55554, Duration(usec):771721
Size:21740, Duration(usec):326234
Size:4718048, Duration(usec):86789986
Size:592599, Duration(usec):11601277
Size:11302, Duration(usec):4997946
Size:1553795, Duration(usec):25901837
Size:74, Duration(usec):127084
Size:4902, Duration(usec):119613
Size:3781362, Duration(usec):60494617
Size:4165940, Duration(usec):77291777
Size:223952, Duration(usec):9948296
Size:21497, Duration(usec):8987584
Size:595692, Duration(usec):8353608
Size:535871, Duration(usec):15896521
Size:17730939, Duration(usec):325425873
Size:8851364, Duration(usec):141403051
Size:3898, Duration(usec):34941
Size:4822459, Duration(usec):89225512
Size:527077, Duration(usec):7514754
Size:5576341, Duration(usec):36872595
Size:6303, Duration(usec):801632
Size:17252, Duration(usec):342390
Size:29109, Duration(usec):2064331
Size:55982, Duration(usec):304498
Size:25861, Duration(usec):2495040
Size:62129, Duration(usec):2687658
Size:20467, Duration(usec):66882
Size:37434, Duration(usec):218886
Size:43493, Duration(usec):145937988
Size:42906, Duration(usec):368880
Size:2350160, Duration(usec):43218034
Size:29660, Duration(usec):5276242
Size:24263, Duration(usec):973246
Size:16241, Duration(usec):552920
Size:4896, Duration(usec):29430
Size:47151, Duration(usec):251216
Size:2533, Duration(usec):1013418
