Size:56961, Duration(usec):990672
Size:48602, Duration(usec):541629
Size:152517, Duration(usec):1143310
Size:48742, Duration(usec):431719
Size:73841, Duration(usec):1853505
Size:436987, Duration(usec):3652422
Size:749494, Duration(usec):9011661
Size:21630, Duration(usec):246757
Size:2512219, Duration(usec):30798115
Size:1896962, Duration(usec):20045421
Size:28432, Duration(usec):194958
Size:10478, Duration(usec):30482954
Size:1861328, Duration(usec):20586998
Size:55554, Duration(usec):3269988
Size:21740, Duration(usec):3326262
Size:4718048, Duration(usec):22300936
Size:592599, Duration(usec):24434890
Size:11302, Duration(usec):17752794
Size:1553795, Duration(usec):17264087
Size:74, Duration(usec):352731
Size:4902, Duration(usec):27024822
Size:3781362, Duration(usec):46065377
Size:4165940, Duration(usec):39217387
Size:223952, Duration(usec):20020923
Size:21497, Duration(usec):19986104
Size:595692, Duration(usec):19271329
Size:535871, Duration(usec):50929203
Size:17730939, Duration(usec):168969341
Size:8851364, Duration(usec):112093871
Size:3898, Duration(usec):1464184
Size:4822459, Duration(usec):59827765
Size:527077, Duration(usec):6113980
Size:5576341, Duration(usec):56322834
Size:6303, Duration(usec):59172615
Size:17252, Duration(usec):5341807
Size:29109, Duration(usec):16656251
Size:55982, Duration(usec):5177867
Size:25861, Duration(usec):166344398
Size:62129, Duration(usec):16490024
Size:20467, Duration(usec):54422938
Size:37434, Duration(usec):57146758
Size:43493, Duration(usec):164983145
Size:42906, Duration(usec):108682759
Size:2350160, Duration(usec):24780253
Size:29660, Duration(usec):164825396
Size:24263, Duration(usec):33333580
Size:16241, Duration(usec):164795187
Size:4896, Duration(usec):2743284
Size:47151, Duration(usec):3475731
Size:2533, Duration(usec):163778641
