Size:56961, Duration(usec):1364569
Size:48602, Duration(usec):719528
Size:152517, Duration(usec):2838337
Size:48742, Duration(usec):407697
Size:73841, Duration(usec):2050873
Size:436987, Duration(usec):5836546
Size:749494, Duration(usec):9135317
Size:21630, Duration(usec):140154
Size:2512219, Duration(usec):11114750
Size:1896962, Duration(usec):18456844
Size:28432, Duration(usec):250005
Size:10478, Duration(usec):10722824
Size:1861328, Duration(usec):21632943
Size:55554, Duration(usec):5181620
Size:21740, Duration(usec):5176636
Size:4718048, Duration(usec):44735690
Size:592599, Duration(usec):25677104
Size:11302, Duration(usec):15924839
Size:1553795, Duration(usec):19316633
Size:74, Duration(usec):1636259
Size:4902, Duration(usec):6456449
Size:3781362, Duration(usec):44544191
Size:4165940, Duration(usec):41364700
Size:223952, Duration(usec):41963384
Size:21497, Duration(usec):42372201
Size:595692, Duration(usec):17635649
Size:535871, Duration(usec):49823022
Size:17730939, Duration(usec):167396091
Size:8851364, Duration(usec):112643873
Size:3898, Duration(usec):859383
Size:4822459, Duration(usec):24117137
Size:527077, Duration(usec):6436473
Size:5576341, Duration(usec):63460921
Size:6303, Duration(usec):23384653
Size:17252, Duration(usec):5497679
Size:29109, Duration(usec):13855340
Size:55982, Duration(usec):5310343
Size:25861, Duration(usec):164371326
Size:62129, Duration(usec):38350855
Size:20467, Duration(usec):61292614
Size:37434, Duration(usec):21158421
Size:43493, Duration(usec):162723586
Size:42906, Duration(usec):108789397
Size:2350160, Duration(usec):53501423
Size:29660, Duration(usec):162436685
Size:24263, Duration(usec):35133452
Size:16241, Duration(usec):162358456
Size:4896, Duration(usec):2585518
Size:47151, Duration(usec):2670066
Size:2533, Duration(usec):161228964
