Size:56961, Duration(usec):293224
Size:48602, Duration(usec):128390
Size:152517, Duration(usec):922145
Size:48742, Duration(usec):112219
Size:73841, Duration(usec):396989
Size:436987, Duration(usec):2751039
Size:749494, Duration(usec):4722248
Size:21630, Duration(usec):38652
Size:2512219, Duration(usec):17514600
Size:1896962, Duration(usec):13334911
Size:28432, Duration(usec):65985
Size:10478, Duration(usec):16753889
Size:1861328, Duration(usec):13028731
Size:55554, Duration(usec):166067
Size:21740, Duration(usec):85377
Size:4718048, Duration(usec):31443530
Size:592599, Duration(usec):16134501
Size:11302, Duration(usec):8290022
Size:1553795, Duration(usec):9392490
Size:74, Duration(usec):19276
Size:4902, Duration(usec):8239865
Size:3781362, Duration(usec):25946821
Size:4165940, Duration(usec):28465498
Size:223952, Duration(usec):24975135
Size:21497, Duration(usec):25030295
Size:595692, Duration(usec):5430105
Size:535871, Duration(usec):27620023
Size:17730939, Duration(usec):122326631
Size:8851364, Duration(usec):81288136
Size:3898, Duration(usec):67169
Size:4822459, Duration(usec):32645846
Size:527077, Duration(usec):3408779
Size:5576341, Duration(usec):37529190
Size:6303, Duration(usec):31365320
Size:17252, Duration(usec):1660839
Size:29109, Duration(usec):48874
Size:55982, Duration(usec):886400
Size:25861, Duration(usec):116155621
Size:62129, Duration(usec):16767673
Size:20467, Duration(usec):33365962
Size:37434, Duration(usec):26729178
Size:43493, Duration(usec):112399269
Size:42906, Duration(usec):73485577
Size:2350160, Duration(usec):28086766
Size:29660, Duration(usec):111848481
Size:24263, Duration(usec):15276640
Size:16241, Duration(usec):111596772
Size:4896, Duration(usec):43898
Size:47151, Duration(usec):155650
Size:2533, Duration(usec):109338001
