Size:56961, Duration(usec):230223
Size:48602, Duration(usec):182861
Size:152517, Duration(usec):1136813
Size:48742, Duration(usec):544314
Size:73841, Duration(usec):749286
Size:436987, Duration(usec):2743494
Size:749494, Duration(usec):4833847
Size:21630, Duration(usec):66490
Size:2512219, Duration(usec):16724212
Size:1896962, Duration(usec):12418741
Size:28432, Duration(usec):98955
Size:10478, Duration(usec):14404356
Size:1861328, Duration(usec):12359854
Size:55554, Duration(usec):207284
Size:21740, Duration(usec):66719
Size:4718048, Duration(usec):30933384
Size:592599, Duration(usec):8600599
Size:11302, Duration(usec):49996
Size:1553795, Duration(usec):11282256
Size:74, Duration(usec):18568
Size:4902, Duration(usec):21449
Size:3781362, Duration(usec):25538242
Size:4165940, Duration(usec):27555793
Size:223952, Duration(usec):8846094
Size:21497, Duration(usec):8326171
Size:595692, Duration(usec):3738409
Size:535871, Duration(usec):23608448
Size:17730939, Duration(usec):118423202
Size:8851364, Duration(usec):70964187
Size:3898, Duration(usec):531400
Size:4822459, Duration(usec):32271635
Size:527077, Duration(usec):3033435
Size:5576341, Duration(usec):36053748
Size:6303, Duration(usec):27854930
Size:17252, Duration(usec):88138
Size:29109, Duration(usec):90656
Size:55982, Duration(usec):234267
Size:25861, Duration(usec):99900178
Size:62129, Duration(usec):248255
Size:20467, Duration(usec):23015979
Size:37434, Duration(usec):13614914
Size:43493, Duration(usec):88616726
Size:42906, Duration(usec):47139569
Size:2350160, Duration(usec):15547547
Size:29660, Duration(usec):86918170
Size:24263, Duration(usec):83397
Size:16241, Duration(usec):86187292
Size:4896, Duration(usec):20981
Size:47151, Duration(usec):190432
Size:2533, Duration(usec):79417922
