Size:56961, Duration(usec):629947
Size:48602, Duration(usec):391124
Size:152517, Duration(usec):1328559
Size:48742, Duration(usec):248331
Size:73841, Duration(usec):563747
Size:436987, Duration(usec):4037192
Size:749494, Duration(usec):7725197
Size:21630, Duration(usec):181768
Size:2512219, Duration(usec):22504126
Size:1896962, Duration(usec):20083558
Size:28432, Duration(usec):180772
Size:10478, Duration(usec):22114243
Size:1861328, Duration(usec):7841923
Size:55554, Duration(usec):2360236
Size:21740, Duration(usec):2207814
Size:4718048, Duration(usec):59323936
Size:592599, Duration(usec):8115858
Size:11302, Duration(usec):17039585
Size:1553795, Duration(usec):20778606
Size:74, Duration(usec):185917
Size:4902, Duration(usec):16631803
Size:3781362, Duration(usec):38697886
Size:4165940, Duration(usec):43819494
Size:223952, Duration(usec):56150793
Size:21497, Duration(usec):56144615
Size:595692, Duration(usec):17591011
Size:535871, Duration(usec):44072803
Size:17730939, Duration(usec):83047317
Size:8851364, Duration(usec):110040556
Size:3898, Duration(usec):69435
Size:4822459, Duration(usec):48619360
Size:527077, Duration(usec):5959724
Size:5576341, Duration(usec):65503950
Size:6303, Duration(usec):48301876
Size:17252, Duration(usec):4866060
Size:29109, Duration(usec):12863610
Size:55982, Duration(usec):5154835
Size:25861, Duration(usec):79154663
Size:62129, Duration(usec):50835136
Size:20467, Duration(usec):62704829
Size:37434, Duration(usec):45580750
Size:43493, Duration(usec):76920966
Size:42906, Duration(usec):105445768
Size:2350160, Duration(usec):62546934
Size:29660, Duration(usec):76739650
Size:24263, Duration(usec):35428299
Size:16241, Duration(usec):76662826
Size:4896, Duration(usec):1683398
Size:47151, Duration(usec):1779439
Size:2533, Duration(usec):75210695
