Size:56961, Duration(usec):203585
Size:48602, Duration(usec):139465
Size:152517, Duration(usec):1121118
Size:48742, Duration(usec):50590
Size:73841, Duration(usec):324258
Size:436987, Duration(usec):1419046
Size:749494, Duration(usec):4495429
Size:21630, Duration(usec):27447
Size:2512219, Duration(usec):15599072
Size:1896962, Duration(usec):12243945
Size:28432, Duration(usec):35361
Size:10478, Duration(usec):8777427
Size:1861328, Duration(usec):11636167
Size:55554, Duration(usec):49727
Size:21740, Duration(usec):19221
Size:4718048, Duration(usec):30521590
Size:592599, Duration(usec):3801218
Size:11302, Duration(usec):22259
Size:1553795, Duration(usec):9857496
Size:74, Duration(usec):5540
Size:4902, Duration(usec):83799
Size:3781362, Duration(usec):24654300
Size:4165940, Duration(usec):26900107
Size:223952, Duration(usec):735131
Size:21497, Duration(usec):27035
Size:595692, Duration(usec):3731228
Size:535871, Duration(usec):12282645
Size:17730939, Duration(usec):116080898
Size:8851364, Duration(usec):57331376
Size:3898, Duration(usec):110910
Size:4822459, Duration(usec):32066242
Size:527077, Duration(usec):3063560
Size:5576341, Duration(usec):37188904
Size:6303, Duration(usec):18801895
Size:17252, Duration(usec):41999
Size:29109, Duration(usec):50309
Size:55982, Duration(usec):52766
Size:25861, Duration(usec):60535989
Size:62129, Duration(usec):184309
Size:20467, Duration(usec):253477
Size:37434, Duration(usec):256948
Size:43493, Duration(usec):26662841
Size:42906, Duration(usec):72102
Size:2350160, Duration(usec):15479909
Size:29660, Duration(usec):21723043
Size:24263, Duration(usec):41990
Size:16241, Duration(usec):19527898
Size:4896, Duration(usec):19722
Size:47151, Duration(usec):67125
Size:2533, Duration(usec):114378
