Size:56961, Duration(usec):3963222
Size:48602, Duration(usec):2076179
Size:152517, Duration(usec):5369150
Size:48742, Duration(usec):5983087
Size:73841, Duration(usec):6401793
Size:436987, Duration(usec):6042927
Size:749494, Duration(usec):12013367
Size:21630, Duration(usec):347195
Size:2512219, Duration(usec):40755428
Size:1896962, Duration(usec):28802566
Size:28432, Duration(usec):1729579
Size:10478, Duration(usec):26675745
Size:1861328, Duration(usec):30218784
Size:55554, Duration(usec):575911
Size:21740, Duration(usec):110326
Size:4718048, Duration(usec):83056586
Size:592599, Duration(usec):8757268
Size:11302, Duration(usec):543316
Size:1553795, Duration(usec):25110023
Size:74, Duration(usec):187785
Size:4902, Duration(usec):189534
Size:3781362, Duration(usec):57403160
Size:4165940, Duration(usec):79346358
Size:223952, Duration(usec):6752466
Size:21497, Duration(usec):3950821
Size:595692, Duration(usec):9274446
Size:535871, Duration(usec):14376390
Size:17730939, Duration(usec):332680885
Size:8851364, Duration(usec):142408574
Size:3898, Duration(usec):79592
Size:4822459, Duration(usec):117704741
Size:527077, Duration(usec):13187728
Size:5576341, Duration(usec):41082447
Size:6303, Duration(usec):910351
Size:17252, Duration(usec):773789
Size:29109, Duration(usec):689634
Size:55982, Duration(usec):591360
Size:25861, Duration(usec):2538841
Size:62129, Duration(usec):606410
Size:20467, Duration(usec):289214
Size:37434, Duration(usec):5684762
Size:43493, Duration(usec):153005542
Size:42906, Duration(usec):431242
Size:2350160, Duration(usec):35418322
Size:29660, Duration(usec):2829774
Size:24263, Duration(usec):298056
Size:16241, Duration(usec):6667168
Size:4896, Duration(usec):96119
Size:47151, Duration(usec):258024
Size:2533, Duration(usec):49914
