Size:56961, Duration(usec):1196301
Size:48602, Duration(usec):5604721
Size:152517, Duration(usec):720958
Size:48742, Duration(usec):162140
Size:73841, Duration(usec):238508
Size:436987, Duration(usec):8867269
Size:749494, Duration(usec):8114751
Size:21630, Duration(usec):600932
Size:2512219, Duration(usec):49033596
Size:1896962, Duration(usec):14909254
Size:28432, Duration(usec):117526
Size:10478, Duration(usec):41983181
Size:1861328, Duration(usec):40779991
Size:55554, Duration(usec):711787
Size:21740, Duration(usec):616477
Size:4718048, Duration(usec):43442191
Size:592599, Duration(usec):21197123
Size:11302, Duration(usec):655923
Size:1553795, Duration(usec):23800201
Size:74, Duration(usec):392273
Size:4902, Duration(usec):87213
Size:3781362, Duration(usec):465516500
Size:4165940, Duration(usec):510551498
Size:223952, Duration(usec):24396960
Size:21497, Duration(usec):22958555
Size:595692, Duration(usec):7430724
Size:535871, Duration(usec):13988641
Size:17730939, Duration(usec):469373153
Size:8851364, Duration(usec):464482896
Size:3898, Duration(usec):385907
Size:4822459, Duration(usec):366440195
Size:527077, Duration(usec):5804252
Size:5576341, Duration(usec):104542846
Size:6303, Duration(usec):710047
Size:17252, Duration(usec):88337
Size:29109, Duration(usec):324245
Size:55982, Duration(usec):2647993
Size:25861, Duration(usec):10316382
Size:62129, Duration(usec):59138321
Size:20467, Duration(usec):65431870
Size:37434, Duration(usec):310297859
Size:43493, Duration(usec):379816881
Size:42906, Duration(usec):393291757
Size:2350160, Duration(usec):12836065
Size:29660, Duration(usec):3542618
Size:24263, Duration(usec):391599541
Size:16241, Duration(usec):2030802
Size:4896, Duration(usec):141809
Size:47151, Duration(usec):936977
Size:2533, Duration(usec):16267832
