Size:56961, Duration(usec):312443
Size:48602, Duration(usec):228805
Size:152517, Duration(usec):918306
Size:48742, Duration(usec):284418
Size:73841, Duration(usec):183638
Size:436987, Duration(usec):2735421
Size:749494, Duration(usec):4632081
Size:21630, Duration(usec):68610
Size:2512219, Duration(usec):16067336
Size:1896962, Duration(usec):12122474
Size:28432, Duration(usec):109070
Size:10478, Duration(usec):9124185
Size:1861328, Duration(usec):12014585
Size:55554, Duration(usec):251323
Size:21740, Duration(usec):75574
Size:4718048, Duration(usec):30602831
Size:592599, Duration(usec):3692481
Size:11302, Duration(usec):25005
Size:1553795, Duration(usec):10179446
Size:74, Duration(usec):25867
Size:4902, Duration(usec):133161
Size:3781362, Duration(usec):24944650
Size:4165940, Duration(usec):27006121
Size:223952, Duration(usec):1204415
Size:21497, Duration(usec):55989
Size:595692, Duration(usec):3414495
Size:535871, Duration(usec):12134636
Size:17730939, Duration(usec):118202417
Size:8851364, Duration(usec):58757097
Size:3898, Duration(usec):199487
Size:4822459, Duration(usec):31757952
Size:527077, Duration(usec):3195517
Size:5576341, Duration(usec):36299898
Size:6303, Duration(usec):18499070
Size:17252, Duration(usec):40784
Size:29109, Duration(usec):92648
Size:55982, Duration(usec):253113
Size:25861, Duration(usec):62618631
Size:62129, Duration(usec):397326
Size:20467, Duration(usec):62032
Size:37434, Duration(usec):103429
Size:43493, Duration(usec):28633688
Size:42906, Duration(usec):385842
Size:2350160, Duration(usec):15162422
Size:29660, Duration(usec):23603327
Size:24263, Duration(usec):510855
Size:16241, Duration(usec):21211652
Size:4896, Duration(usec):16245
Size:47151, Duration(usec):230798
Size:2533, Duration(usec):891070
