Size:56961, Duration(usec):2182019
Size:48602, Duration(usec):2196106
Size:152517, Duration(usec):1024942
Size:48742, Duration(usec):269002
Size:73841, Duration(usec):431873
Size:436987, Duration(usec):8449957
Size:749494, Duration(usec):5947619
Size:21630, Duration(usec):204028
Size:2512219, Duration(usec):20774520
Size:1896962, Duration(usec):7435784
Size:28432, Duration(usec):789116
Size:10478, Duration(usec):19011747
Size:1861328, Duration(usec):31314219
Size:55554, Duration(usec):2003211
Size:21740, Duration(usec):1411953
Size:4718048, Duration(usec):45360808
Size:592599, Duration(usec):42288730
Size:11302, Duration(usec):47195
Size:1553795, Duration(usec):13873105
Size:74, Duration(usec):95991
Size:4902, Duration(usec):37532
Size:3781362, Duration(usec):94016968
Size:4165940, Duration(usec):75650810
Size:223952, Duration(usec):31339952
Size:21497, Duration(usec):31024928
Size:595692, Duration(usec):2186486
Size:535871, Duration(usec):95404825
Size:17730939, Duration(usec):203818905
Size:8851364, Duration(usec):149366139
Size:3898, Duration(usec):46408
Size:4822459, Duration(usec):41307380
Size:527077, Duration(usec):12590615
Size:5576341, Duration(usec):58487153
Size:6303, Duration(usec):38013613
Size:17252, Duration(usec):8580742
Size:29109, Duration(usec):295578
Size:55982, Duration(usec):6405948
Size:25861, Duration(usec):189916133
Size:62129, Duration(usec):11969803
Size:20467, Duration(usec):48763285
Size:37434, Duration(usec):27375985
Size:43493, Duration(usec):181550323
Size:42906, Duration(usec):131721903
Size:2350160, Duration(usec):22136208
Size:29660, Duration(usec):180260024
Size:24263, Duration(usec):46445383
Size:16241, Duration(usec):179690939
Size:4896, Duration(usec):42368
Size:47151, Duration(usec):341389
Size:2533, Duration(usec):174609035
