Size:56961, Duration(usec):439912
Size:48602, Duration(usec):521340
Size:152517, Duration(usec):2140825
Size:48742, Duration(usec):356614
Size:73841, Duration(usec):1055724
Size:436987, Duration(usec):3644143
Size:749494, Duration(usec):6163820
Size:21630, Duration(usec):147454
Size:2512219, Duration(usec):25695021
Size:1896962, Duration(usec):19692073
Size:28432, Duration(usec):35819
Size:10478, Duration(usec):25162028
Size:1861328, Duration(usec):26445682
Size:55554, Duration(usec):2144585
Size:21740, Duration(usec):2175823
Size:4718048, Duration(usec):47263975
Size:592599, Duration(usec):31371104
Size:11302, Duration(usec):16218936
Size:1553795, Duration(usec):18155834
Size:74, Duration(usec):67354
Size:4902, Duration(usec):19250489
Size:3781362, Duration(usec):17404656
Size:4165940, Duration(usec):40396509
Size:223952, Duration(usec):43341830
Size:21497, Duration(usec):43392667
Size:595692, Duration(usec):16662901
Size:535871, Duration(usec):18558836
Size:17730939, Duration(usec):173871032
Size:8851364, Duration(usec):56141906
Size:3898, Duration(usec):109394
Size:4822459, Duration(usec):54855089
Size:527077, Duration(usec):4732161
Size:5576341, Duration(usec):56554944
Size:6303, Duration(usec):53842580
Size:17252, Duration(usec):3589815
Size:29109, Duration(usec):12148632
Size:55982, Duration(usec):3234564
Size:25861, Duration(usec):170445473
Size:62129, Duration(usec):38006452
Size:20467, Duration(usec):53582925
Size:37434, Duration(usec):50960845
Size:43493, Duration(usec):167942477
Size:42906, Duration(usec):50832217
Size:2350160, Duration(usec):54932035
Size:29660, Duration(usec):167668289
Size:24263, Duration(usec):31274116
Size:16241, Duration(usec):167512359
Size:4896, Duration(usec):226965
Size:47151, Duration(usec):510136
Size:2533, Duration(usec):165948543
