Size:56961, Duration(usec):191147
Size:48602, Duration(usec):219954
Size:152517, Duration(usec):868499
Size:48742, Duration(usec):88042
Size:73841, Duration(usec):422826
Size:436987, Duration(usec):2717510
Size:749494, Duration(usec):4541447
Size:21630, Duration(usec):35513
Size:2512219, Duration(usec):16066684
Size:1896962, Duration(usec):12281761
Size:28432, Duration(usec):43007
Size:10478, Duration(usec):15346636
Size:1861328, Duration(usec):12241826
Size:55554, Duration(usec):91473
Size:21740, Duration(usec):81889
Size:4718048, Duration(usec):31071520
Size:592599, Duration(usec):13652318
Size:11302, Duration(usec):7195490
Size:1553795, Duration(usec):10211989
Size:74, Duration(usec):195552
Size:4902, Duration(usec):6780572
Size:3781362, Duration(usec):24955030
Size:4165940, Duration(usec):27483472
Size:223952, Duration(usec):24577904
Size:21497, Duration(usec):24610974
Size:595692, Duration(usec):4782317
Size:535871, Duration(usec):26599476
Size:17730939, Duration(usec):123222048
Size:8851364, Duration(usec):81354244
Size:3898, Duration(usec):27835
Size:4822459, Duration(usec):31929473
Size:527077, Duration(usec):3096656
Size:5576341, Duration(usec):38603653
Size:6303, Duration(usec):30505372
Size:17252, Duration(usec):1388928
Size:29109, Duration(usec):140648
Size:55982, Duration(usec):661278
Size:25861, Duration(usec):117158862
Size:62129, Duration(usec):16359116
Size:20467, Duration(usec):34404096
Size:37434, Duration(usec):26150481
Size:43493, Duration(usec):113541117
Size:42906, Duration(usec):73592858
Size:2350160, Duration(usec):27850987
Size:29660, Duration(usec):113054811
Size:24263, Duration(usec):14419557
Size:16241, Duration(usec):112817694
Size:4896, Duration(usec):40516
Size:47151, Duration(usec):70778
Size:2533, Duration(usec):110558919
