Size:56961, Duration(usec):275461
Size:48602, Duration(usec):211387
Size:152517, Duration(usec):852710
Size:48742, Duration(usec):239100
Size:73841, Duration(usec):368347
Size:436987, Duration(usec):2698661
Size:749494, Duration(usec):4846353
Size:21630, Duration(usec):57153
Size:2512219, Duration(usec):16694794
Size:1896962, Duration(usec):12338834
Size:28432, Duration(usec):115663
Size:10478, Duration(usec):15987287
Size:1861328, Duration(usec):12425279
Size:55554, Duration(usec):274317
Size:21740, Duration(usec):100260
Size:4718048, Duration(usec):31773512
Size:592599, Duration(usec):14442543
Size:11302, Duration(usec):7260211
Size:1553795, Duration(usec):10594683
Size:74, Duration(usec):19078
Size:4902, Duration(usec):7419730
Size:3781362, Duration(usec):25340554
Size:4165940, Duration(usec):27411502
Size:223952, Duration(usec):25290269
Size:21497, Duration(usec):25300624
Size:595692, Duration(usec):4811725
Size:535871, Duration(usec):27196139
Size:17730939, Duration(usec):123705664
Size:8851364, Duration(usec):81286102
Size:3898, Duration(usec):28127
Size:4822459, Duration(usec):32863576
Size:527077, Duration(usec):3663330
Size:5576341, Duration(usec):39075942
Size:6303, Duration(usec):31393779
Size:17252, Duration(usec):1824026
Size:29109, Duration(usec):175078
Size:55982, Duration(usec):965400
Size:25861, Duration(usec):117534606
Size:62129, Duration(usec):17059743
Size:20467, Duration(usec):34737227
Size:37434, Duration(usec):26761733
Size:43493, Duration(usec):113778248
Size:42906, Duration(usec):73530858
Size:2350160, Duration(usec):28568233
Size:29660, Duration(usec):113227512
Size:24263, Duration(usec):14860700
Size:16241, Duration(usec):112975867
Size:4896, Duration(usec):35343
Size:47151, Duration(usec):260320
Size:2533, Duration(usec):110717139
