Size:56961, Duration(usec):1031459
Size:48602, Duration(usec):814189
Size:152517, Duration(usec):978228
Size:48742, Duration(usec):656374
Size:73841, Duration(usec):1144353
Size:436987, Duration(usec):2339780
Size:749494, Duration(usec):5902001
Size:21630, Duration(usec):342704
Size:2512219, Duration(usec):13252659
Size:1896962, Duration(usec):14002863
Size:28432, Duration(usec):159231
Size:10478, Duration(usec):9798860
Size:1861328, Duration(usec):18630299
Size:55554, Duration(usec):229397
Size:21740, Duration(usec):621497
Size:4718048, Duration(usec):39296210
Size:592599, Duration(usec):9965514
Size:11302, Duration(usec):70388
Size:1553795, Duration(usec):13714909
Size:74, Duration(usec):31095
Size:4902, Duration(usec):16644
Size:3781362, Duration(usec):29109392
Size:4165940, Duration(usec):32219346
Size:223952, Duration(usec):4909188
Size:21497, Duration(usec):4217206
Size:595692, Duration(usec):4324677
Size:535871, Duration(usec):25659583
Size:17730939, Duration(usec):151884124
Size:8851364, Duration(usec):75105084
Size:3898, Duration(usec):708034
Size:4822459, Duration(usec):25851950
Size:527077, Duration(usec):4962015
Size:5576341, Duration(usec):47808562
Size:6303, Duration(usec):19287565
Size:17252, Duration(usec):406826
Size:29109, Duration(usec):126084
Size:55982, Duration(usec):258857
Size:25861, Duration(usec):124078285
Size:62129, Duration(usec):539209
Size:20467, Duration(usec):28263139
Size:37434, Duration(usec):82580
Size:43493, Duration(usec):107091710
Size:42906, Duration(usec):39466846
Size:2350160, Duration(usec):20459679
Size:29660, Duration(usec):104567633
Size:24263, Duration(usec):230394
Size:16241, Duration(usec):103418754
Size:4896, Duration(usec):73816
Size:47151, Duration(usec):303803
Size:2533, Duration(usec):93273541
