Size:56961, Duration(usec):953112
Size:48602, Duration(usec):454748
Size:152517, Duration(usec):1372127
Size:48742, Duration(usec):429014
Size:73841, Duration(usec):312588
Size:436987, Duration(usec):4537570
Size:749494, Duration(usec):9912530
Size:21630, Duration(usec):585425
Size:2512219, Duration(usec):26348081
Size:1896962, Duration(usec):8477753
Size:28432, Duration(usec):389195
Size:10478, Duration(usec):26045252
Size:1861328, Duration(usec):20537945
Size:55554, Duration(usec):4045887
Size:21740, Duration(usec):3981511
Size:4718048, Duration(usec):43361724
Size:592599, Duration(usec):24180876
Size:11302, Duration(usec):6158038
Size:1553795, Duration(usec):17957160
Size:74, Duration(usec):627451
Size:4902, Duration(usec):22283322
Size:3781362, Duration(usec):39846704
Size:4165940, Duration(usec):36809132
Size:223952, Duration(usec):40570536
Size:21497, Duration(usec):40539358
Size:595692, Duration(usec):6366682
Size:535871, Duration(usec):43019130
Size:17730939, Duration(usec):166928723
Size:8851364, Duration(usec):112741284
Size:3898, Duration(usec):2105504
Size:4822459, Duration(usec):54774781
Size:527077, Duration(usec):6858768
Size:5576341, Duration(usec):56077040
Size:6303, Duration(usec):54147499
Size:17252, Duration(usec):6064209
Size:29109, Duration(usec):2842902
Size:55982, Duration(usec):6070793
Size:25861, Duration(usec):164019820
Size:62129, Duration(usec):37081274
Size:20467, Duration(usec):54029656
Size:37434, Duration(usec):51967903
Size:43493, Duration(usec):162338710
Size:42906, Duration(usec):109158612
Size:2350160, Duration(usec):55739090
Size:29660, Duration(usec):162136953
Size:24263, Duration(usec):30622098
Size:16241, Duration(usec):162063698
Size:4896, Duration(usec):3563516
Size:47151, Duration(usec):3723057
Size:2533, Duration(usec):160993667
