Size:56961, Duration(usec):339893
Size:48602, Duration(usec):209933
Size:152517, Duration(usec):831474
Size:48742, Duration(usec):152212
Size:73841, Duration(usec):459954
Size:436987, Duration(usec):2892400
Size:749494, Duration(usec):4671215
Size:21630, Duration(usec):26725
Size:2512219, Duration(usec):16466258
Size:1896962, Duration(usec):12344893
Size:28432, Duration(usec):51120
Size:10478, Duration(usec):9524546
Size:1861328, Duration(usec):11999513
Size:55554, Duration(usec):105175
Size:21740, Duration(usec):28969
Size:4718048, Duration(usec):30091789
Size:592599, Duration(usec):3769791
Size:11302, Duration(usec):27256
Size:1553795, Duration(usec):9986874
Size:74, Duration(usec):13717
Size:4902, Duration(usec):84521
Size:3781362, Duration(usec):24394300
Size:4165940, Duration(usec):27041226
Size:223952, Duration(usec):1205277
Size:21497, Duration(usec):21455
Size:595692, Duration(usec):3767848
Size:535871, Duration(usec):11864134
Size:17730939, Duration(usec):117631717
Size:8851364, Duration(usec):59214185
Size:3898, Duration(usec):82382
Size:4822459, Duration(usec):32446296
Size:527077, Duration(usec):3293267
Size:5576341, Duration(usec):37746782
Size:6303, Duration(usec):19250701
Size:17252, Duration(usec):29808
Size:29109, Duration(usec):136923
Size:55982, Duration(usec):155179
Size:25861, Duration(usec):62139656
Size:62129, Duration(usec):206798
Size:20467, Duration(usec):31709
Size:37434, Duration(usec):71922
Size:43493, Duration(usec):28245690
Size:42906, Duration(usec):133271
Size:2350160, Duration(usec):15284508
Size:29660, Duration(usec):23313844
Size:24263, Duration(usec):167721
Size:16241, Duration(usec):20921609
Size:4896, Duration(usec):196189
Size:47151, Duration(usec):111875
Size:2533, Duration(usec):601423
