Size:56961, Duration(usec):3600966
Size:48602, Duration(usec):559752
Size:152517, Duration(usec):9120474
Size:48742, Duration(usec):612047
Size:73841, Duration(usec):1994988
Size:436987, Duration(usec):1821391
Size:749494, Duration(usec):10784868
Size:21630, Duration(usec):197461
Size:2512219, Duration(usec):48507082
Size:1896962, Duration(usec):24590737
Size:28432, Duration(usec):164487
Size:10478, Duration(usec):34406474
Size:1861328, Duration(usec):31226212
Size:55554, Duration(usec):121220
Size:21740, Duration(usec):81391
Size:4718048, Duration(usec):89597436
Size:592599, Duration(usec):9683553
Size:11302, Duration(usec):1085535
Size:1553795, Duration(usec):28656613
Size:74, Duration(usec):199791
Size:4902, Duration(usec):175169
Size:3781362, Duration(usec):28907181
Size:4165940, Duration(usec):87804220
Size:223952, Duration(usec):3697004
Size:21497, Duration(usec):643876
Size:595692, Duration(usec):8223409
Size:535871, Duration(usec):11667099
Size:17730939, Duration(usec):278138537
Size:8851364, Duration(usec):60801504
Size:3898, Duration(usec):179210
Size:4822459, Duration(usec):116662432
Size:527077, Duration(usec):15106361
Size:5576341, Duration(usec):100766658
Size:6303, Duration(usec):773974
Size:17252, Duration(usec):369984
Size:29109, Duration(usec):395194
Size:55982, Duration(usec):1199531
Size:25861, Duration(usec):365125
Size:62129, Duration(usec):436124
Size:20467, Duration(usec):22461007
Size:37434, Duration(usec):4518680
Size:43493, Duration(usec):98561011
Size:42906, Duration(usec):221570
Size:2350160, Duration(usec):45176697
Size:29660, Duration(usec):1227789
Size:24263, Duration(usec):1145275
Size:16241, Duration(usec):1089890
Size:4896, Duration(usec):188773
Size:47151, Duration(usec):1542800
Size:2533, Duration(usec):39517
