Size:56961, Duration(usec):1785558
Size:48602, Duration(usec):9334423
Size:152517, Duration(usec):3304207
Size:48742, Duration(usec):14155809
Size:73841, Duration(usec):7216936
Size:436987, Duration(usec):22027450
Size:749494, Duration(usec):10903347
Size:21630, Duration(usec):231610
Size:2512219, Duration(usec):35693661
Size:1896962, Duration(usec):28292139
Size:28432, Duration(usec):136057
Size:10478, Duration(usec):21697371
Size:1861328, Duration(usec):29064939
Size:55554, Duration(usec):182481
Size:21740, Duration(usec):78377
Size:4718048, Duration(usec):92759038
Size:592599, Duration(usec):10528035
Size:11302, Duration(usec):371262
Size:1553795, Duration(usec):19816523
Size:74, Duration(usec):138611
Size:4902, Duration(usec):165965
Size:3781362, Duration(usec):53399790
Size:4165940, Duration(usec):71035313
Size:223952, Duration(usec):1050773
Size:21497, Duration(usec):204208
Size:595692, Duration(usec):3962327
Size:535871, Duration(usec):17226539
Size:17730939, Duration(usec):333743227
Size:8851364, Duration(usec):132278115
Size:3898, Duration(usec):137304
Size:4822459, Duration(usec):78931336
Size:527077, Duration(usec):8254646
Size:5576341, Duration(usec):86498607
Size:6303, Duration(usec):613059
Size:17252, Duration(usec):183533
Size:29109, Duration(usec):116025
Size:55982, Duration(usec):4156668
Size:25861, Duration(usec):4639365
Size:62129, Duration(usec):138341
Size:20467, Duration(usec):9386175
Size:37434, Duration(usec):92945
Size:43493, Duration(usec):154136428
Size:42906, Duration(usec):287625
Size:2350160, Duration(usec):43383411
Size:29660, Duration(usec):5713515
Size:24263, Duration(usec):191173
Size:16241, Duration(usec):1105804
Size:4896, Duration(usec):148290
Size:47151, Duration(usec):105102
Size:2533, Duration(usec):82892
