Size:56961, Duration(usec):10597827
Size:48602, Duration(usec):701159
Size:152517, Duration(usec):27058550
Size:48742, Duration(usec):1464151
Size:73841, Duration(usec):2277828
Size:436987, Duration(usec):2168933
Size:749494, Duration(usec):13889232
Size:21630, Duration(usec):211979
Size:2512219, Duration(usec):42571251
Size:1896962, Duration(usec):27907573
Size:28432, Duration(usec):253161
Size:10478, Duration(usec):28470634
Size:1861328, Duration(usec):29631602
Size:55554, Duration(usec):120567
Size:21740, Duration(usec):77831
Size:4718048, Duration(usec):87661256
Size:592599, Duration(usec):6407229
Size:11302, Duration(usec):1020749
Size:1553795, Duration(usec):23313582
Size:74, Duration(usec):161554
Size:4902, Duration(usec):185792
Size:3781362, Duration(usec):34015595
Size:4165940, Duration(usec):75894044
Size:223952, Duration(usec):9519031
Size:21497, Duration(usec):6399859
Size:595692, Duration(usec):8098322
Size:535871, Duration(usec):12621767
Size:17730939, Duration(usec):284420082
Size:8851364, Duration(usec):66709242
Size:3898, Duration(usec):181555
Size:4822459, Duration(usec):70440899
Size:527077, Duration(usec):16264255
Size:5576341, Duration(usec):120224237
Size:6303, Duration(usec):2528482
Size:17252, Duration(usec):902744
Size:29109, Duration(usec):1184057
Size:55982, Duration(usec):3231035
Size:25861, Duration(usec):3654511
Size:62129, Duration(usec):616344
Size:20467, Duration(usec):41941287
Size:37434, Duration(usec):324871
Size:43493, Duration(usec):104827563
Size:42906, Duration(usec):162053
Size:2350160, Duration(usec):42187027
Size:29660, Duration(usec):256244
Size:24263, Duration(usec):202701
Size:16241, Duration(usec):459753
Size:4896, Duration(usec):184956
Size:47151, Duration(usec):187076
Size:2533, Duration(usec):43242
