Size:56961, Duration(usec):93152
Size:48602, Duration(usec):56164
Size:152517, Duration(usec):344117
Size:48742, Duration(usec):97490
Size:73841, Duration(usec):106258
Size:436987, Duration(usec):2035073
Size:749494, Duration(usec):3841934
Size:21630, Duration(usec):39508
Size:2512219, Duration(usec):16160841
Size:1896962, Duration(usec):11555099
Size:28432, Duration(usec):130117
Size:10478, Duration(usec):15567625
Size:1861328, Duration(usec):11127667
Size:55554, Duration(usec):70628
Size:21740, Duration(usec):135293
Size:4718048, Duration(usec):29751546
Size:592599, Duration(usec):12643237
Size:11302, Duration(usec):6491715
Size:1553795, Duration(usec):9758533
Size:74, Duration(usec):255473
Size:4902, Duration(usec):7007591
Size:3781362, Duration(usec):23746546
Size:4165940, Duration(usec):26759050
Size:223952, Duration(usec):23284126
Size:21497, Duration(usec):23719473
Size:595692, Duration(usec):4123049
Size:535871, Duration(usec):25397829
Size:17730939, Duration(usec):122559809
Size:8851364, Duration(usec):80951169
Size:3898, Duration(usec):24221
Size:4822459, Duration(usec):33300774
Size:527077, Duration(usec):2358522
Size:5576341, Duration(usec):37946257
Size:6303, Duration(usec):31829731
Size:17252, Duration(usec):584153
Size:29109, Duration(usec):190237
Size:55982, Duration(usec):681335
Size:25861, Duration(usec):116542160
Size:62129, Duration(usec):15099334
Size:20467, Duration(usec):33746685
Size:37434, Duration(usec):27208760
Size:43493, Duration(usec):112999555
Size:42906, Duration(usec):73234201
Size:2350160, Duration(usec):27292623
Size:29660, Duration(usec):112600406
Size:24263, Duration(usec):13830821
Size:16241, Duration(usec):112374745
Size:4896, Duration(usec):142065
Size:47151, Duration(usec):152986
Size:2533, Duration(usec):110115966
